Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid
0,-5.308487415,1,-1.74455142,1,-8.047310829,1,0.001399283,1,-0.005491938,1,0.005768289,1,0.2239343971014023,1,-0.592984498,1,0.4256942272186279,1
0.003999488,-5.322145939,1,-1.719448924,1,-8.093270302,1,0.006237325,1,-0.003693854,1,0.004401946,1,0.2239383459091187,1,-0.593010902,1,0.4257187843322754,1
0.008001024,-5.286505222,1,-1.753654838,1,-8.077255249,1,0.002042502,1,-0.006468603,1,0.007781883,1,0.2239431589841843,1,-0.593042016,1,0.4257385432720184,1
0.01199872,-5.264160156,1,-1.732958078,1,-8.105824471,1,0.004463325,1,-0.010686353,1,0.003812439,1,0.2239486426115036,1,-0.593076468,1,0.4257524013519287,1
0.015998209,-5.299245358,1,-1.726471543,1,-8.078491211,1,0.00386274,1,-0.008002501,1,0.006512919,1,0.2239597886800766,1,-0.593112051,1,0.4257717430591583,1
0.019999744,-5.328981876,1,-1.75498724,1,-8.089934349,1,0.002456176,1,-0.009841066,1,0.000351939,1,0.2239694446325302,1,-0.593151331,1,0.4257804751396179,1
0.023997439,-5.287704945,1,-1.717878819,1,-8.085333824,1,0.003728119,1,-0.008613119,1,0.004046421,1,0.223980576,1,-0.593185067,1,0.4257912337779999,1
0.027997185,-5.318165302,1,-1.730543375,1,-8.093075752,1,0.00232028,1,-0.008317046,1,0.001626669,1,0.2239924371242523,1,-0.593222857,1,0.4257968068122864,1
0.03199872,-5.321772575,1,-1.726636171,1,-8.068737984,1,0.002179587,1,-0.010017358,1,0.006691344,1,0.2239900976419449,1,-0.593257904,1,0.4258135557174683,1
0.035996415,-5.356598377,1,-1.719172835,1,-8.085898399,1,-0.000956994,1,-0.006607335,1,0.005618501,1,0.2239958047866821,1,-0.593301117,1,0.4258255064487457,1
0.039995905,-5.309718609,1,-1.725946069,1,-8.060917854,1,-0.000150828,1,-0.003092858,1,0.004427918,1,0.2239881306886673,1,-0.593333721,1,0.4258480072021484,1
0.043997698,-5.340805531,1,-1.748417616,1,-8.056437492,1,0.002685634,1,-0.009920342,1,0.007137494,1,0.2239780575037003,1,-0.593362153,1,0.4258741736412048,1
0.047995392,-5.330467224,1,-1.699462771,1,-8.069317818,1,-0.004483746,1,-0.006731806,1,0.006713952,1,0.2239642441272736,1,-0.593393683,1,0.425905317,1
0.051994879,-5.319530487,1,-1.717323065,1,-8.059195518,1,0.000717424,1,-0.001901928,1,0.009185371,1,0.2239378839731216,1,-0.593417287,1,0.4259353578090668,1
0.056002814,-5.328432083,1,-1.720098495,1,-8.072419167,1,0.003275976,1,-0.008384965,1,0.00522161,1,0.2239208519458771,1,-0.593438029,1,0.4259669184684753,1
0.060006656,-5.354938507,1,-1.715710998,1,-8.052227974,1,-0.002881823,1,-0.002460093,1,0.008170317,1,0.2239001542329788,1,-0.593459845,1,0.4259938895702362,1
0.064006403,-5.325398445,1,-1.70576036,1,-8.075722694,1,0.003039271,1,-0.000189756,1,0.00226539,1,0.2238866090774536,1,-0.593469203,1,0.4260254204273224,1
0.068007939,-5.31276989,1,-1.667632699,1,-8.064669609,1,0.000587639,1,-0.000571995,1,0.005624525,1,0.2238685041666031,1,-0.593480527,1,0.4260536730289459,1
0.07200563,-5.325576305,1,-1.713258028,1,-8.066504478,1,0.002684291,1,0.000363816,1,0.005173043,1,0.2238481640815735,1,-0.5934847,1,0.4260851144790649,1
0.076005124,-5.310571671,1,-1.71916914,1,-8.079414368,1,-0.001609158,1,0.003271025,1,0.009946236,1,0.2238271683454514,1,-0.593480825,1,0.4261189699172974,1
0.080006659,-5.35897398,1,-1.733936191,1,-8.074934959,1,0.000937228,1,8.29007476568222e-05,1,0.005119952,1,0.2238042503595352,1,-0.593475103,1,0.4261505007743835,1
0.08400435,-5.346108913,1,-1.735589623,1,-8.057450294,1,0.00013744,1,0.003349269,1,0.006516306,1,0.2237799763679504,1,-0.593477786,1,0.4261972308158875,1
0.088004097,-5.296566486,1,-1.726937294,1,-8.063357353,1,-0.000836444,1,-0.000248898,1,0.010057008,1,0.2237481623888016,1,-0.593482137,1,0.4262361526489258,1
0.092005633,-5.302455902,1,-1.718050599,1,-8.079497337,1,-0.004224094,1,0.001032224,1,0.006971785,1,0.2237102389335632,1,-0.59348613,1,0.4262815713882446,1
0.09600307,-5.324555397,1,-1.747887492,1,-8.058826447,1,0.001912772,1,0.001610106,1,0.009747208,1,0.2236791104078293,1,-0.593489587,1,0.4263259172439575,1
0.100002557,-5.291748047,1,-1.753843904,1,-8.075113297,1,-0.00520007,1,0.002426854,1,0.012189228,1,0.2236290574073792,1,-0.59348917,1,0.4263766407966614,1
0.104004353,-5.315726757,1,-1.721296668,1,-8.070439339,1,-0.002970034,1,0.008949514,1,0.007366877,1,0.2235879898071289,1,-0.593486845,1,0.426424116,1
0.108002305,-5.324128628,1,-1.707443118,1,-8.084173203,1,-0.004387185,1,0.001288987,1,0.011984228,1,0.2235430181026459,1,-0.59348321,1,0.4264753758907318,1
0.112001792,-5.305592537,1,-1.715319514,1,-8.088387489,1,-0.004382083,1,0.003703375,1,0.009762133,1,0.2234954833984375,1,-0.593486726,1,0.4265238642692566,1
0.116003327,-5.320441246,1,-1.725820065,1,-8.080394745,1,-0.001887213,1,0.003567731,1,0.007552932,1,0.2234514355659485,1,-0.593481421,1,0.4265731573104858,1
0.120001025,-5.327838898,1,-1.670893192,1,-8.091878891,1,-0.009691626,1,0.001281055,1,0.009659353,1,0.2234086990356445,1,-0.593482852,1,0.426613986,1
0.124000765,-5.330955029,1,-1.665296674,1,-8.060481071,1,-0.005362925,1,0.002168463,1,0.010169079,1,0.2233618199825287,1,-0.593477845,1,0.4266573488712311,1
0.128002554,-5.296493053,1,-1.672051668,1,-8.071310043,1,-0.000957371,1,0.00079666,1,0.005695253,1,0.223322719,1,-0.593476295,1,0.4267006814479828,1
0.132000506,-5.322845936,1,-1.675750494,1,-8.078947067,1,0.000422166,1,0.002113356,1,0.009790463,1,0.2232896387577057,1,-0.593472898,1,0.4267399609088898,1
0.136000007,-5.319673061,1,-1.64166069,1,-8.09663868,1,-0.001728425,1,0.003417547,1,0.007286291,1,0.2232614010572433,1,-0.593468726,1,0.4267802834510803,1
0.140001789,-5.318408966,1,-1.713396311,1,-8.081911087,1,-0.003971533,1,0.002239735,1,0.00675938,1,0.2232410460710526,1,-0.593472838,1,0.4268181025981903,1
0.143999487,-5.351058483,1,-1.688635468,1,-8.082029343,1,0.000583301,1,-0.00057676,1,0.006422547,1,0.2232237458229065,1,-0.593473077,1,0.4268539547920227,1
0.147998974,-5.335651398,1,-1.704970241,1,-8.073647499,1,-0.001321521,1,0.00237668,1,0.008033752,1,0.2231969684362411,1,-0.593467474,1,0.4268925786018372,1
0.15200077,-5.308842182,1,-1.706589937,1,-8.073083878,1,-0.00140711,1,0.003570289,1,0.008907593,1,0.2231727093458176,1,-0.593466938,1,0.4269222617149353,1
0.155998468,-5.338578701,1,-1.673315644,1,-8.057405472,1,0.000566673,1,-0.000549108,1,0.005468954,1,0.2231504917144775,1,-0.593458176,1,0.4269563257694244,1
0.159997955,-5.354696751,1,-1.674821258,1,-8.09146595,1,0.0031469,1,0.002711893,1,0.004504863,1,0.223134845,1,-0.59345603,1,0.426982194,1
0.163999483,-5.313800812,1,-1.669618607,1,-8.088050842,1,-0.002495121,1,0.000888948,1,0.007131881,1,0.2231161892414093,1,-0.593447447,1,0.4270201027393341,1
0.167996928,-5.314116955,1,-1.714283228,1,-8.099171638,1,0.000116325,1,0.004587214,1,0.007656557,1,0.2231008410453796,1,-0.593434513,1,0.4270507991313934,1
0.171996668,-5.314878941,1,-1.711675048,1,-8.085073471,1,9.646875696489587e-05,1,0.003644538,1,0.005298479,1,0.2230855375528336,1,-0.593419611,1,0.4270797967910767,1
0.17600435,-5.286882401,1,-1.691673994,1,-8.090816498,1,0.003307911,1,0.001392478,1,0.006380359,1,0.2230773568153381,1,-0.593410909,1,0.4271041452884674,1
0.180007935,-5.299192429,1,-1.732748032,1,-8.084969521,1,0.001915507,1,0.003099645,1,0.006055219,1,0.2230711281299591,1,-0.593395948,1,0.4271345138549805,1
0.184007674,-5.323804379,1,-1.681781888,1,-8.09530735,1,-0.000680404,1,0.003491891,1,0.005827025,1,0.2230632752180099,1,-0.593392491,1,0.427161306,1
0.188009217,-5.305569172,1,-1.694142699,1,-8.040348053,1,0.00226068,1,0.003546075,1,0.004522351,1,0.222733736,1,-0.592710197,1,0.4271754920482635,1
0.192006916,-5.317090988,1,-1.702415347,1,-8.061293602,1,-0.000488005,1,0.00524433,1,0.000999424,1,0.2227233797311783,1,-0.592699289,1,0.4272041022777557,1
