Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid
0,-4.516490459,1,-1.869551539,1,-8.540779114,1,0.005204532,1,-0.005297759,1,0.004881599,1,0.241297498,1,-0.509526968,1,1.06492281,1
0.003997696,-4.489985466,1,-1.898097634,1,-8.544792175,1,0.008927442,1,-0.000919459,1,0.00330813,1,0.24130635,1,-0.509541571,1,1.064940095,1
0.00799744,-4.489420414,1,-1.900834918,1,-8.53151226,1,0.003747679,1,-0.003499217,1,0.004024098,1,0.241327956,1,-0.50955379,1,1.064946294,1
0.011998976,-4.479697227,1,-1.933703661,1,-8.537997246,1,0.003632948,1,-0.005307167,1,0.004653888,1,0.241338655,1,-0.509568751,1,1.064967752,1
0.015996415,-4.46600008,1,-1.903811574,1,-8.524557114,1,0.002043907,1,-0.002835326,1,0.006107654,1,0.241344601,1,-0.509584427,1,1.064981699,1
0.019996161,-4.509675503,1,-1.916147947,1,-8.552211761,1,0.000759715,1,0.000741565,1,0.002181528,1,0.241347209,1,-0.509596229,1,1.065000296,1
0.023997696,-4.481957912,1,-1.896303654,1,-8.525141716,1,0.002348033,1,-0.001642656,1,0.004676159,1,0.241346911,1,-0.509605587,1,1.065022111,1
0.027995136,-4.486460686,1,-1.868597984,1,-8.521832466,1,0.002555369,1,-0.000549294,1,0.004817489,1,0.241340101,1,-0.509618759,1,1.065047741,1
0.031994622,-4.469169617,1,-1.872813463,1,-8.53188324,1,0.00185606,1,-0.002466222,1,0.003204098,1,0.241335675,1,-0.509631515,1,1.06506741,1
0.036002304,-4.492218494,1,-1.831511617,1,-8.52110672,1,0.002822194,1,-0.005178602,1,0.002700111,1,0.2413349,1,-0.509648144,1,1.065089583,1
0.040005889,-4.487975597,1,-1.879640341,1,-8.528759003,1,-0.000473128,1,-0.004456322,1,0.008127037,1,0.241328672,1,-0.509662509,1,1.065099835,1
0.044005632,-4.473906994,1,-1.876132607,1,-8.512639046,1,0.004138109,1,-0.002420118,1,0.007160456,1,0.241328165,1,-0.509677827,1,1.065122604,1
0.048007168,-4.467588902,1,-1.903885603,1,-8.548336983,1,0.004362965,1,-0.003244351,1,0.004427912,1,0.241334394,1,-0.509697855,1,1.06514287,1
0.052004863,-4.483676434,1,-1.883835673,1,-8.534358978,1,0.006049625,1,-0.004353052,1,0.002318674,1,0.241343468,1,-0.509710312,1,1.065161467,1
0.056004353,-4.473173618,1,-1.90239954,1,-8.534917831,1,7.42E-05,1,-0.002964271,1,0.006011207,1,0.241348863,1,-0.509727538,1,1.065172553,1
0.060005888,-4.479529858,1,-1.905298471,1,-8.523546219,1,-0.000768193,1,-0.001227497,1,0.00639802,1,0.241342977,1,-0.509740114,1,1.065195441,1
0.064003587,-4.506899834,1,-1.899352789,1,-8.549868584,1,0.002481583,1,-0.001458906,1,0.004212268,1,0.241339937,1,-0.509759247,1,1.065220118,1
0.068003073,-4.507979393,1,-1.897542477,1,-8.527525902,1,-0.002379346,1,0.001220307,1,0.008006163,1,0.241329491,1,-0.509772062,1,1.06524992,1
0.072004609,-4.500713348,1,-1.870448828,1,-8.524456978,1,0.001769582,1,-0.003885248,1,0.005965882,1,0.241315335,1,-0.509780407,1,1.065276861,1
0.076002307,-4.487499714,1,-1.850565553,1,-8.535640717,1,0.000130836,1,-0.003221822,1,0.008359464,1,0.241305202,1,-0.509795606,1,1.065295219,1
0.080002047,-4.504127979,1,-1.873913527,1,-8.516471863,1,-0.000871909,1,0.002042074,1,0.006044045,1,0.241291866,1,-0.509809256,1,1.065323591,1
0.084003843,-4.520715237,1,-1.858090639,1,-8.537151337,1,0.002131447,1,-0.003914773,1,0.004725214,1,0.241286665,1,-0.509816885,1,1.065339804,1
