strideIndex,timestamp,gcpX,gcpY
3.110000000000000000e+02,1.555013090249999674e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.400000000000000000e+02,2.700005053999999571e+00,7.860278205805552032e-01,-1.457301110731159255e-01
7.830000000000000000e+02,3.915008366000000350e+00,2.290404419481660625e+00,-4.299413857944790474e-01
1.015000000000000000e+03,5.074988127000000127e+00,3.792014191108781684e+00,-7.390191976055926482e-01
1.226000000000000000e+03,6.129966736000000083e+00,5.378627124621279343e+00,-9.679567419509157444e-01
1.447000000000000000e+03,7.234964370750000207e+00,7.062592651870208904e+00,-1.175273174095678774e+00
1.655000000000000000e+03,8.274975537999999631e+00,8.772525162279226407e+00,-1.404741711909288204e+00
1.851000000000000000e+03,9.254990577499999205e+00,1.042057081335069491e+01,-1.675380829526129878e+00
2.019000000000000000e+03,1.009501457000000002e+01,1.237069702197888255e+01,-1.915046785434459942e+00
2.200000000000000000e+03,1.099997139000000068e+01,1.478019042493209234e+01,-2.360048517032157900e+00
2.369000000000000000e+03,1.184495544249999988e+01,1.751186930234960926e+01,-2.628444699327995515e+00
2.534000000000000000e+03,1.266993618000000055e+01,1.987349165901997239e+01,-3.128884350509544721e+00
2.693000000000000000e+03,1.346490288000000035e+01,2.243457730587662979e+01,-3.528139042986452534e+00
2.855000000000000000e+03,1.427487898249999887e+01,2.495290284341611198e+01,-3.869311267788653197e+00
3.013000000000000000e+03,1.506486558749999816e+01,2.740850308810201952e+01,-4.250515200478895750e+00
3.177000000000000000e+03,1.588485050499999751e+01,2.980911258662299801e+01,-4.660788323667402366e+00
3.343000000000000000e+03,1.671484470499999730e+01,3.189675589517610277e+01,-5.340100782152793712e+00
3.513000000000000000e+03,1.756479930500000108e+01,3.375985617570535879e+01,-5.267146380696921426e+00
3.720000000000000000e+03,1.859976577999999847e+01,3.545226540232725654e+01,-5.272438794613903745e+00
3.934000000000000000e+03,1.966973876999999860e+01,3.629672165634185177e+01,-6.338387965567027216e+00
4.114000000000000000e+03,2.056973075999999878e+01,3.613620376442604964e+01,-7.880777023611367227e+00
4.300000000000000000e+03,2.149970245000000091e+01,3.591550033604137582e+01,-9.479767328991375308e+00
4.481000000000000000e+03,2.240469932999999969e+01,3.569630961876983832e+01,-1.140164881062909430e+01
4.663000000000000000e+03,2.331468486750000224e+01,3.562912337715565769e+01,-1.329504100691008617e+01
4.850000000000000000e+03,2.424967575000000153e+01,3.472432466542423413e+01,-1.473647927865437879e+01
5.013000000000000000e+03,2.506467723500000133e+01,3.269033420011477631e+01,-1.486236330079460188e+01
5.166000000000000000e+03,2.582966614000000050e+01,3.026617519563527736e+01,-1.438074299287460356e+01
5.309000000000000000e+03,2.654466438249999882e+01,2.745038395241257234e+01,-1.385377745833713981e+01
5.441000000000000000e+03,2.720465087999999909e+01,2.441109431378129102e+01,-1.329993317290259647e+01
5.565000000000000000e+03,2.782464504500000047e+01,2.118549779284559520e+01,-1.276734319540813978e+01
5.686000000000000000e+03,2.842963981999999845e+01,1.791330182926486003e+01,-1.211539873770798792e+01
5.811000000000000000e+03,2.905463599999999857e+01,1.447483056606633411e+01,-1.158586557334719558e+01
5.933000000000000000e+03,2.966461372250000039e+01,1.095442340665558767e+01,-1.110962883393123057e+01
6.062000000000000000e+03,3.030960464499999674e+01,7.345512616275614803e+00,-1.063005933210797238e+01
6.217000000000000000e+03,3.108459520750000138e+01,3.876152077995769218e+00,-1.017068208471039981e+01
6.379000000000000000e+03,3.189459896499999658e+01,9.410413295213089224e-01,-1.003624661993380940e+01
6.548000000000000000e+03,3.273961639000000190e+01,-1.217184097757137096e+00,-9.342163768215966613e+00
6.725000000000000000e+03,3.362461852999999934e+01,-2.047041182684566252e+00,-7.827313868524333529e+00
6.892000000000000000e+03,3.445961762000000306e+01,-1.404860773223882253e+00,-6.336869196050743724e+00
7.122000000000000000e+03,3.560959624999999562e+01,-1.099744573923764790e+00,-4.708222793382364380e+00
7.340000000000000000e+03,3.669960022000000066e+01,-7.237423333193055974e-01,-3.012463283587291762e+00
7.699000000000000000e+03,3.849460506499999468e+01,-5.148643116770559303e-01,-1.391446635901395945e+00
