strideIndex,timestamp,gcpX,gcpY
3.200000000000000000e+02,1.600005864999999972e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.030000000000000000e+02,3.014989435750000002e+00,8.004270274773911398e-01,-7.500730455653686901e-01
8.960000000000000000e+02,4.479942798999999809e+00,1.446338265109275545e+00,-1.688477901211825394e+00
1.181000000000000000e+03,5.904917478249999796e+00,2.346788288695732305e+00,-2.452882738338822310e+00
1.482000000000000000e+03,7.409890413500000328e+00,3.442800034847449009e+00,-2.845270623342252225e+00
1.840000000000000000e+03,9.199859618999999711e+00,3.797165401403067797e+00,-2.546516230929518620e+00
2.137000000000000000e+03,1.068482757000000127e+01,3.412334695029752396e+00,-1.367244282890299090e+00
2.436000000000000000e+03,1.217982100999999950e+01,3.610508426934424087e+00,-3.957144217125541097e-02
2.701000000000000000e+03,1.350480031750000087e+01,4.866604395868682431e+00,2.324449485611872479e-01
3.012000000000000000e+03,1.505980300999999955e+01,5.713525825055784324e+00,-6.180684803649401093e-01
3.291000000000000000e+03,1.645479201999999930e+01,6.274647971174682759e+00,-1.693989916685883390e+00
3.542000000000000000e+03,1.770977783500000413e+01,7.104206820782066778e+00,-2.702868559059718123e+00
3.837000000000000000e+03,1.918475628249999687e+01,8.161506489878814108e+00,-3.394039601369731152e+00
4.126000000000000000e+03,2.062976073999999826e+01,9.368762966890987087e+00,-3.794588972499124857e+00
4.392000000000000000e+03,2.195976256999999876e+01,1.064732835299067482e+01,-4.129373311242385824e+00
4.677000000000000000e+03,2.338477420500000292e+01,1.183388141312585518e+01,-3.977222611329973567e+00
4.957000000000000000e+03,2.478476142750000122e+01,1.266935314430572923e+01,-3.094193740681168592e+00
5.265000000000000000e+03,2.632479190499999788e+01,1.318077580642724911e+01,-1.973187558419653209e+00
5.574000000000000000e+03,2.786980628999999965e+01,1.436031467359350522e+01,-1.405707108673455608e+00
5.822000000000000000e+03,2.910981369000000285e+01,1.541680447227926898e+01,-2.119066979477046253e+00
6.184000000000000000e+03,3.091978454999999926e+01,1.567970710780974208e+01,-3.193928460892735632e+00
6.474000000000000000e+03,3.236974334999999314e+01,1.620087273672148243e+01,-4.318732171431170386e+00
6.770000000000000000e+03,3.384971809500000717e+01,1.704110195247993431e+01,-5.114289124129055786e+00
7.058000000000000000e+03,3.528953934000000459e+01,1.821480160678067151e+01,-5.421720614862077348e+00
7.349000000000000000e+03,3.674396896249999855e+01,1.947966935165590385e+01,-5.572444163036335496e+00
7.631000000000000000e+03,3.815357207999999645e+01,2.067998283503166235e+01,-5.714997807768247284e+00
7.928000000000000000e+03,3.963828277999999727e+01,2.181572452656169148e+01,-5.276930678071760639e+00
8.217000000000000000e+03,4.108307933750000274e+01,2.257185073084684745e+01,-4.313128746556102122e+00
8.521000000000000000e+03,4.260294818500000247e+01,2.308875904416855818e+01,-3.207285269558155960e+00
8.819000000000000000e+03,4.409284877750000220e+01,2.427031890048920104e+01,-2.920289963095588082e+00
9.058000000000000000e+03,4.528779220500000235e+01,2.515629929036394330e+01,-3.732929950271577368e+00
9.443000000000000000e+03,4.721271800750000125e+01,2.548439103344456669e+01,-5.010947480715632452e+00
9.735000000000000000e+03,4.867269039499999650e+01,2.613392195776184934e+01,-6.068733649256108365e+00
1.002600000000000000e+04,5.012769127000000680e+01,2.703543649276849337e+01,-6.797799176607215443e+00
1.034000000000000000e+04,5.169768523999999843e+01,2.816699624232194310e+01,-7.160838476395167795e+00
1.067800000000000000e+04,5.338768386499999963e+01,2.970073946908506457e+01,-7.539954176885478532e+00
1.096300000000000000e+04,5.481269836749999769e+01,3.037240732657064157e+01,-7.360267535142874351e+00
1.124300000000000000e+04,5.621268558749999755e+01,3.134944954699485820e+01,-6.713963814351698645e+00
1.153100000000000000e+04,5.765267848750000468e+01,3.202817159689080029e+01,-5.745849472455531348e+00
1.181600000000000000e+04,5.907765579000000145e+01,3.253797451819035302e+01,-4.669220947181170978e+00
1.214000000000000000e+04,6.069762038999999731e+01,3.396697688147328620e+01,-4.763200975547796645e+00
1.242600000000000000e+04,6.212760162500000405e+01,3.454547002448828152e+01,-5.727447667782014307e+00
1.270900000000000000e+04,6.354258442250000627e+01,3.509550372149093533e+01,-6.598447054786159782e+00
1.301300000000000000e+04,6.506254578000000777e+01,3.631421518311600494e+01,-6.623414499663080157e+00
1.332600000000000000e+04,6.662754440499999475e+01,3.761346610788967837e+01,-6.698913072330054952e+00
1.362400000000000000e+04,6.811753081999999893e+01,3.783745604219897984e+01,-7.910126310916934855e+00
1.391900000000000000e+04,6.959251976250000382e+01,3.692953127386250856e+01,-8.690235030930477222e+00
1.419300000000000000e+04,7.096253967250000017e+01,3.572138179684575476e+01,-8.563574693080973077e+00
1.449300000000000000e+04,7.246252441250000231e+01,3.451759067759287092e+01,-8.376772816195604321e+00
1.479200000000000000e+04,7.395749664000000223e+01,3.331234256376050951e+01,-8.186672884308366704e+00
1.520000000000000000e+04,7.599749755999999934e+01,3.236377523255441702e+01,-8.061464984523404098e+00
