strideIndex,timestamp,gcpX,gcpY
2.450000000000000000e+02,1.224982202000000076e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.120000000000000000e+02,2.559978961999999747e+00,7.526173490004249844e-01,-1.057928446709536924e-01
7.730000000000000000e+02,3.864980697500000062e+00,1.967388790903817242e+00,-3.130085389027217890e-01
1.042000000000000000e+03,5.209972143499999930e+00,3.160801518700070645e+00,-5.211216358810372151e-01
1.341000000000000000e+03,6.704928874750000212e+00,3.542379064614039397e+00,1.686403349859229017e-01
1.607000000000000000e+03,8.034909725250001244e+00,4.239827164720371577e+00,1.005951595902714768e+00
1.861000000000000000e+03,9.304676532749999396e+00,5.417617647551670856e+00,8.153011866400683427e-01
2.147000000000000000e+03,1.073417329749999993e+01,6.048850548456715437e+00,-1.857531789462674165e-02
2.435000000000000000e+03,1.217381024750000051e+01,6.359572673734021464e+00,-9.285625490485340805e-01
2.687000000000000000e+03,1.343357777750000004e+01,7.606501004030961077e+00,-1.123330973344893291e+00
2.938000000000000000e+03,1.468841695999999786e+01,8.815459047887674870e+00,-1.301388402828036472e+00
3.190000000000000000e+03,1.594830417999999916e+01,1.001556693065371739e+01,-1.498358120609244448e+00
3.443000000000000000e+03,1.721320915000000085e+01,1.122086658258464098e+01,-1.639488376242805412e+00
3.719000000000000000e+03,1.859311723749999956e+01,1.245779471886158873e+01,-1.922744065835152449e+00
3.974000000000000000e+03,1.986807537500000365e+01,1.332093086094406864e+01,-1.621294235463710987e+00
4.235000000000000000e+03,2.117303895750000109e+01,1.387065331961594872e+01,-4.761727491437024451e-01
4.475000000000000000e+03,2.237301445249999787e+01,1.507251656826332464e+01,-4.965131412436336600e-01
4.709000000000000000e+03,2.354298735000000420e+01,1.575189695111955146e+01,-1.380944764033166461e+00
5.019000000000000000e+03,2.509296321749999947e+01,1.596693074565919623e+01,-2.343550845047556397e+00
5.274000000000000000e+03,2.636796951000000178e+01,1.722751016404337321e+01,-2.521124857634453154e+00
5.467000000000000000e+03,2.733297348250000169e+01,1.846449143543648574e+01,-2.694212506594956480e+00
5.760000000000000000e+03,2.879798508000000012e+01,1.971057614820939108e+01,-2.887845893679090281e+00
6.005000000000000000e+03,3.002298641499999832e+01,2.102379691002968798e+01,-3.058011197792819491e+00
6.267000000000000000e+03,3.133300685750000270e+01,2.234622118581624761e+01,-3.323535273556947889e+00
6.526000000000000000e+03,3.262800026000000742e+01,2.300678220179110056e+01,-2.839620875988257964e+00
6.782000000000000000e+03,3.390794944999999672e+01,2.377965616623476208e+01,-1.860789514064694394e+00
7.040000000000000000e+03,3.519791412000000008e+01,2.505169352718621667e+01,-2.070374705201044385e+00
7.303000000000000000e+03,3.651287459999999641e+01,2.538780175719547572e+01,-3.192323125459321176e+00
7.543000000000000000e+03,3.771284008500000340e+01,2.597232048080195455e+01,-3.808064842215178825e+00
7.789000000000000000e+03,3.894280528750000059e+01,2.719908641728504151e+01,-3.988745048892018641e+00
8.021000000000000000e+03,4.010277271500000040e+01,2.843059949554217880e+01,-4.150919455262547686e+00
8.275000000000000000e+03,4.137276935500000263e+01,2.965721972218116420e+01,-4.332588989307518013e+00
8.525000000000000000e+03,4.262274646499999875e+01,3.084201992335242437e+01,-4.537412042952722935e+00
8.771000000000000000e+03,4.385273361000000136e+01,3.202213426583067957e+01,-4.746598894062207918e+00
9.059000000000000000e+03,4.529272365500000319e+01,3.280257209676918251e+01,-4.176229021049960188e+00
9.297000000000000000e+03,4.648269367500000016e+01,3.361357770332059403e+01,-3.274779684624351539e+00
9.574000000000000000e+03,4.786770820999999643e+01,3.490410586886127220e+01,-3.557843377008640395e+00
