strideIndex,timestamp,gcpX,gcpY
3.430000000000000000e+02,1.715007811500000257e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.020000000000000000e+02,2.509986519999999999e+00,7.565890257533491869e-01,-4.661594265482446597e-02
6.880000000000000000e+02,3.439992428000000046e+00,2.716721900347199625e+00,-2.280769961523948786e-01
8.640000000000000000e+02,4.320024489999999773e+00,4.649302973367432479e+00,1.364491386285804353e-03
1.028000000000000000e+03,5.140015124999999685e+00,6.629189062770005414e+00,-5.734155300046732684e-01
1.192000000000000000e+03,5.960018157999999566e+00,8.719312457550751461e+00,-8.892211578680888628e-01
1.357000000000000000e+03,6.785039901500000248e+00,1.100092031589179165e+01,-9.597235036192843793e-01
1.531000000000000000e+03,7.655053138750000485e+00,1.343103812584577206e+01,-7.398316444146624260e-01
1.689000000000000000e+03,8.445044517499999515e+00,1.573951205636838147e+01,-1.043761096915555076e+00
1.849000000000000000e+03,9.245028018750000243e+00,1.815961230884671451e+01,-1.529876070923064324e+00
2.017000000000000000e+03,1.008503746999999962e+01,2.077319192470051235e+01,-1.655548627965222508e+00
2.187000000000000000e+03,1.093502045000000145e+01,2.337742786793312888e+01,-1.353541753912140599e+00
2.345000000000000000e+03,1.172499275000000019e+01,2.578356159214824928e+01,-1.723407271627274584e+00
2.507000000000000000e+03,1.253495741250000073e+01,2.821779266367600769e+01,-2.107256318009830487e+00
2.671000000000000000e+03,1.335497856500000147e+01,3.079986579391274759e+01,-2.224722696644104047e+00
2.844000000000000000e+03,1.421995448999999923e+01,3.337171945204909917e+01,-2.056791874188406144e+00
3.010000000000000000e+03,1.504993486500000088e+01,3.562599414515083396e+01,-2.448170984567396236e+00
3.184000000000000000e+03,1.591994189999999953e+01,3.770278406768005652e+01,-2.566575451041833489e+00
3.369000000000000000e+03,1.684494114249999797e+01,3.873626354340096611e+01,-3.892490294937787532e+00
3.535000000000000000e+03,1.767491817500000195e+01,3.746823465559010202e+01,-4.828752405501465894e+00
3.711000000000000000e+03,1.855490112000000025e+01,3.548735153432188127e+01,-4.484458839086626014e+00
3.884000000000000000e+03,1.941993141000000023e+01,3.324043383553362219e+01,-4.448446967820460785e+00
4.054000000000000000e+03,2.026991844000000143e+01,3.106921851576563753e+01,-3.742072396360830666e+00
4.215000000000000000e+03,2.107489919249999843e+01,2.884986934026058947e+01,-3.857338337492859814e+00
4.380000000000000000e+03,2.189989661999999981e+01,2.643672754804410374e+01,-3.934063109621658505e+00
4.542000000000000000e+03,2.270992470000000196e+01,2.395152452882021166e+01,-3.764192708313939928e+00
4.706000000000000000e+03,2.352990150500000155e+01,2.138309673069786143e+01,-3.666721451872043680e+00
4.866000000000000000e+03,2.432988452499999710e+01,1.878131483752527942e+01,-3.602014571563085354e+00
5.022000000000000000e+03,2.510988712500000020e+01,1.620521818522658819e+01,-3.326582115204966605e+00
5.179000000000000000e+03,2.589489650499999840e+01,1.355404231624409483e+01,-3.136144430581037312e+00
5.339000000000000000e+03,2.669487715249999837e+01,1.089140747852266244e+01,-3.067204449784957543e+00
5.495000000000000000e+03,2.747486448500000478e+01,8.304163159958637408e+00,-2.505307807992015690e+00
5.657000000000000000e+03,2.828487396000000231e+01,5.762410527846832942e+00,-2.615187547492531017e+00
5.824000000000000000e+03,2.911988068000000141e+01,3.248884696941602535e+00,-2.463395263854071260e+00
6.001000000000000000e+03,3.000485038749999944e+01,1.058161135389392271e+00,-2.224794599856676935e+00
6.399000000000000000e+03,3.199486494250000135e+01,-5.118696100035918101e-02,-9.808123648402622408e-01
