strideIndex,timestamp,gcpX,gcpY
8.940000000000000000e+02,4.475024283999999852e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.044000000000000000e+03,5.225027799000000250e+00,7.749183274120179377e-01,4.591933312804595269e-01
1.244000000000000000e+03,6.224988635999999964e+00,4.598266729389977603e-01,1.270668341178883054e+00
1.424000000000000000e+03,7.124980918000000329e+00,-5.590911537149427790e-01,1.273235277583307790e+00
1.604000000000000000e+03,8.024887289000000479e+00,-1.157106741178453024e+00,3.627448469782845186e-01
1.779000000000000000e+03,8.899861170999999516e+00,-5.334022156908937440e-01,-6.051742685926063681e-01
1.929000000000000000e+03,9.649624736999999897e+00,7.316508851808541936e-01,-6.429217324304153935e-01
2.084000000000000000e+03,1.042479876400000016e+01,1.479195323395806838e+00,1.948884932069567810e-01
2.234000000000000000e+03,1.117457457999999981e+01,9.718235026183630332e-01,1.361293348067652120e+00
2.389000000000000000e+03,1.194974543800000077e+01,-9.085047725452111145e-02,1.665627962022005359e+00
2.544000000000000000e+03,1.272454780200000002e+01,-1.178373722794401779e+00,9.687921997076484049e-01
2.704000000000000000e+03,1.352466502699999928e+01,-1.362075880710545084e+00,-1.251443400768439407e-01
2.864000000000000000e+03,1.432468007800000009e+01,-5.280857539054137906e-01,-8.180809078196527029e-01
3.024000000000000000e+03,1.512461640299999921e+01,7.300291757716107499e-01,-8.775685977374436675e-01
3.179000000000000000e+03,1.589962815600000035e+01,1.402278874207556703e+00,-1.426129168697407579e-01
3.334000000000000000e+03,1.667439800500000047e+01,9.875997894723803627e-01,9.148526694369955026e-01
3.489000000000000000e+03,1.744938177699999926e+01,-3.753066537354143861e-02,1.233089409676957349e+00
3.654000000000000000e+03,1.827454270100000144e+01,-1.044257912087358964e+00,5.670005301057658986e-01
3.819000000000000000e+03,1.909935083899999952e+01,-9.703363458282566745e-01,-6.719085413407157592e-01
3.974000000000000000e+03,1.987449266000000137e+01,5.581131049757054319e-02,-8.605999316441571567e-01
4.134000000000000000e+03,2.067446246100000096e+01,3.806625819789147269e-01,9.705297762012130014e-02
4.304000000000000000e+03,2.152442889900000011e+01,-6.834201497278626913e-01,2.828625756516219836e-01
4.459000000000000000e+03,2.229939057600000041e+01,-1.569782344896611725e+00,9.495310879579501595e-01
4.609000000000000000e+03,2.304936188299999955e+01,-8.506133358372804931e-01,1.799221316568626827e+00
4.754000000000000000e+03,2.377438314899999838e+01,3.561243945261053367e-01,1.480403704251421981e+00
4.919000000000000000e+03,2.459935728499999996e+01,6.655702859306042996e-01,2.497374422203020028e-01
5.089000000000000000e+03,2.544924102499999918e+01,9.984646009938979994e-01,-5.606392833371627304e-01
5.234000000000000000e+03,2.617430407499999845e+01,1.705821435150173038e+00,-2.836755628966071141e-01
5.394000000000000000e+03,2.697428568300000151e+01,1.291456710429265575e+00,6.862083561381935315e-01
5.554000000000000000e+03,2.777409588500000126e+01,3.186354097572727806e-01,1.373496394354080774e+00
5.709000000000000000e+03,2.854911569100000079e+01,-7.994015252013414452e-01,1.252594455432393783e+00
5.869000000000000000e+03,2.934905888300000143e+01,-1.166407177698881137e+00,2.536825063734357011e-01
6.029000000000000000e+03,3.014886787100000021e+01,-3.369002950779655947e-01,-5.029172134425597962e-01
6.189000000000000000e+03,3.094907660000000149e+01,9.555862164409765214e-01,-7.290190011904690293e-01
6.349000000000000000e+03,3.174889342499999856e+01,1.857211308100994884e+00,-2.795773204286093883e-01
6.499000000000000000e+03,3.249887727200000143e+01,1.263066793732071647e+00,4.298964358320348511e-01
6.669000000000000000e+03,3.334885865900000113e+01,1.622677499233537435e-01,1.225187131181336986e-01
6.839000000000000000e+03,3.419876719300000190e+01,-4.836659080838838221e-01,-1.020088335554023118e+00
7.004000000000000000e+03,3.502389897799999829e+01,-1.655947058901957814e+00,-6.472159733147047067e-01
7.159000000000000000e+03,3.579873813199999688e+01,-1.849017581815951772e+00,7.111471829960734903e-01
7.314000000000000000e+03,3.657385121499999769e+01,-1.132541173883109487e+00,1.762683182977337948e+00
7.459000000000000000e+03,3.729873282700000203e+01,1.386911141011899495e-01,1.948379294788657567e+00
7.629000000000000000e+03,3.814886743200000296e+01,4.978084495957967315e-01,6.650839492681525078e-01
8.489000000000000000e+03,4.244876435700000172e+01,-1.092967055651516417e-01,-7.291776218292125855e-02
