Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid
0,-3.301959515,1,-3.492734194,1,-8.594462395,1,0.061676994,1,0.063571319,1,-0.011402703,1,0.3953136205673218,1,-0.351214468,1,0.4797394871711731,1
0.003997696,-3.335434914,1,-3.491705418,1,-8.586871147,1,0.068368509,1,0.059456512,1,-0.014403274,1,0.3955492377281189,1,-0.350969166,1,0.4797894954681396,1
0.007997184,-3.297969818,1,-3.47433877,1,-8.568746567,1,0.06521631,1,0.062560447,1,-0.016144414,1,0.3957981169223785,1,-0.350719273,1,0.4798340797424316,1
0.01199872,-3.330376625,1,-3.484652042,1,-8.586763382,1,0.070947021,1,0.060939673,1,-0.01910723,1,0.3960610330104828,1,-0.350469351,1,0.4798702895641327,1
0.015996415,-3.254591942,1,-3.522464037,1,-8.561563492,1,0.069626093,1,0.06163941,1,-0.014183541,1,0.3963352143764496,1,-0.350210071,1,0.4799085855484009,1
0.019995904,-3.281534672,1,-3.49674511,1,-8.568237305,1,0.070648,1,0.057342075,1,-0.017427459,1,0.3966029286384583,1,-0.349958211,1,0.4799463748931885,1
0.023997696,-3.244787693,1,-3.494485855,1,-8.546783447,1,0.071237408,1,0.06058602,1,-0.014762009,1,0.3968804478645325,1,-0.3497217,1,0.4799833297729492,1
0.027995393,-3.275366068,1,-3.528859138,1,-8.528075218,1,0.069414414,1,0.055385131,1,-0.014385209,1,0.397149384,1,-0.349490404,1,0.4800222516059875,1
0.031994879,-3.230857372,1,-3.555332661,1,-8.536053658,1,0.068912998,1,0.05770231,1,-0.01297251,1,0.3974112570285797,1,-0.349273205,1,0.4800638258457184,1
0.035996415,-3.269981623,1,-3.567644596,1,-8.530625343,1,0.068580694,1,0.051681515,1,-0.007806116,1,0.3976771533489227,1,-0.349059463,1,0.4801087975502014,1
0.039993856,-3.309394836,1,-3.552730083,1,-8.546391487,1,0.06820567,1,0.048096988,1,-0.012446745,1,0.3979378342628479,1,-0.348859131,1,0.4801470935344696,1
0.043993343,-3.31048584,1,-3.529954195,1,-8.554532051,1,0.069980264,1,0.050884038,1,-0.014815494,1,0.3982043266296387,1,-0.348643363,1,0.4801766872406006,1
0.047995135,-3.360836744,1,-3.520578623,1,-8.603484154,1,0.06792888,1,0.056547847,1,-0.016799469,1,0.398477316,1,-0.34843567,1,0.4802069067955017,1
0.051992834,-3.315393448,1,-3.490695715,1,-8.57169342,1,0.06903328,1,0.047673389,1,-0.016949631,1,0.3987453579902649,1,-0.348212421,1,0.4802321195602417,1
0.055992577,-3.252916098,1,-3.491418362,1,-8.583909988,1,0.067205362,1,0.051563818,1,-0.015375255,1,0.3990092873573303,1,-0.348001778,1,0.4802482128143311,1
0.059994113,-3.239943743,1,-3.517627716,1,-8.585481644,1,0.071473919,1,0.050993063,1,-0.016739104,1,0.3992763757705688,1,-0.34778434,1,0.4802692532539368,1
0.063991807,-3.313211918,1,-3.532940626,1,-8.567267418,1,0.070502788,1,0.054892961,1,-0.013830627,1,0.3995582461357117,1,-0.347576946,1,0.4802828133106232,1
0.067991294,-3.315183163,1,-3.50962615,1,-8.567770958,1,0.072637901,1,0.054430846,1,-0.02225421,1,0.399843693,1,-0.347342372,1,0.4803064465522766,1
0.071998976,-3.27043438,1,-3.499164104,1,-8.549379349,1,0.0709785,1,0.054331087,1,-0.022505295,1,0.4001283049583435,1,-0.347109139,1,0.4803082942962646,1
0.076002561,-3.232309341,1,-3.528289557,1,-8.557659149,1,0.071217589,1,0.048882291,1,-0.021901384,1,0.4004098773002625,1,-0.346883059,1,0.4803124666213989,1
0.0800023,-3.187173843,1,-3.549663544,1,-8.553524971,1,0.073059775,1,0.052638404,1,-0.018562183,1,0.4007039368152618,1,-0.346663058,1,0.4803121984004974,1
0.084003843,-3.266810417,1,-3.540809631,1,-8.551568031,1,0.064152755,1,0.048084565,1,-0.020867568,1,0.4009822010993958,1,-0.346450567,1,0.4803123474121094,1
0.088001534,-3.301006079,1,-3.560159445,1,-8.556575775,1,0.067884944,1,0.047699898,1,-0.021721993,1,0.401252419,1,-0.34623307,1,0.4803164899349213,1
0.092001021,-3.259544373,1,-3.61927247,1,-8.56819725,1,0.059511799,1,0.053380925,1,-0.022531442,1,0.4015102982521057,1,-0.346027285,1,0.4803106486797333,1
0.096002303,-3.260250807,1,-3.612509489,1,-8.543012619,1,0.055245124,1,0.042922154,1,-0.021736309,1,0.401739627,1,-0.345814526,1,0.4802969098091125,1
0.100000001,-3.237380505,1,-3.556695938,1,-8.566338539,1,0.058468882,1,0.046446491,1,-0.027244382,1,0.4019745886325836,1,-0.345598638,1,0.4802952706813812,1
0.103999488,-3.26884675,1,-3.53264451,1,-8.580733299,1,0.059351277,1,0.051322464,1,-0.021061331,1,0.4022121727466583,1,-0.345383346,1,0.4802885055541992,1
0.10800077,-3.266764879,1,-3.551538467,1,-8.586242676,1,0.060199507,1,0.049276873,1,-0.025775652,1,0.4024526476860046,1,-0.345165133,1,0.4802790880203247,1
0.111998461,-3.288702965,1,-3.503914118,1,-8.622915268,1,0.057278655,1,0.049038023,1,-0.021972556,1,0.4026912152767181,1,-0.344944775,1,0.4802579581737518,1
0.115997955,-3.267275572,1,-3.508361578,1,-8.585612297,1,0.055564113,1,0.047689054,1,-0.025626313,1,0.4029290378093719,1,-0.344723761,1,0.4802377820014954,1
0.119999744,-3.264683008,1,-3.528045416,1,-8.586687088,1,0.059172913,1,0.047109269,1,-0.027791157,1,0.4031694233417511,1,-0.344505847,1,0.4802142679691315,1
0.123997442,-3.239677906,1,-3.572695494,1,-8.574508667,1,0.056619078,1,0.048964877,1,-0.030781303,1,0.4034164249897003,1,-0.344284356,1,0.4801809191703796,1
