Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-4.432579994,1,-2.805711508,1,-8.30790329,1,-0.044417638,1,0.039386939,1,0.010248823,1,0.3311823010444641,1,-0.456125379,1,-0.100906827,1,-0.124682426,1,0.049302101,1,-0.004738808,1
0.004001536,-4.36755991,1,-2.807378769,1,-8.284071922,1,-0.04574186,1,0.033912465,1,0.013132665,1,0.3309582471847534,1,-0.456017494,1,-0.100802109,1,-0.060609341,1,0.045925856,1,0.020174026,1
0.007999232,-4.36342001,1,-2.745677471,1,-8.289916039,1,-0.047945205,1,0.035500564,1,0.015398836,1,0.3307247161865234,1,-0.455908775,1,-0.100694977,1,-0.057424068,1,0.1058402061462402,1,0.015439034,1
0.01199872,-4.338169098,1,-2.724671841,1,-8.306951523,1,-0.048240021,1,0.031479392,1,0.013260704,1,0.3304823637008667,1,-0.455798805,1,-0.100585289,1,-0.033138752,1,0.1249849796295166,1,-0.000462532,1
0.016006401,-4.354948521,1,-2.719724655,1,-8.331702232,1,-0.048104122,1,0.030831339,1,0.01414407,1,0.3302401304244995,1,-0.455697,1,-0.100478448,1,-0.050812721,1,0.1280632019042969,1,-0.024105072,1
0.02001024,-4.439944744,1,-2.718605995,1,-8.30712986,1,-0.045653958,1,0.031977396,1,0.013362637,1,0.3299985527992249,1,-0.455595016,1,-0.100369327,1,-0.136704445,1,0.1273174285888672,1,0.001570702,1
0.024009984,-4.439792633,1,-2.76429224,1,-8.297719002,1,-0.048004601,1,0.032870986,1,0.015779201,1,0.3297621011734009,1,-0.455489784,1,-0.100254171,1,-0.137476444,1,0.079813004,1,0.012083054,1
0.028011519,-4.420901299,1,-2.81416297,1,-8.305975914,1,-0.047050435,1,0.033388171,1,0.014477637,1,0.3295297622680664,1,-0.455378294,1,-0.100138426,1,-0.119564056,1,0.028166771,1,0.004940987,1
0.032009214,-4.370880604,1,-2.797533751,1,-8.303780556,1,-0.048012916,1,0.033471003,1,0.015982723,1,0.3292904198169708,1,-0.455275536,1,-0.100025915,1,-0.070446014,1,0.042949677,1,0.008234024,1
0.036008447,-4.408941746,1,-2.744259119,1,-8.275250435,1,-0.048173487,1,0.033980221,1,0.015830416,1,0.3290401101112366,1,-0.455165058,1,-0.099904746,1,-0.109477997,1,0.094296694,1,0.037923813,1
0.040009983,-4.412921906,1,-2.724972486,1,-8.312017441,1,-0.054447353,1,0.030939642,1,0.018847072,1,0.3287797868251801,1,-0.455069035,1,-0.099781774,1,-0.114301682,1,0.1115527153015137,1,0.002286911,1
0.044007424,-4.39499712,1,-2.728655815,1,-8.312994957,1,-0.051213473,1,0.033100724,1,0.018431114,1,0.328519881,1,-0.454963595,1,-0.099654682,1,-0.097302914,1,0.1058547496795654,1,0.002475739,1
0.048007168,-4.394475937,1,-2.695576668,1,-8.321258545,1,-0.051387768,1,0.031860195,1,0.020617807,1,0.3282686471939087,1,-0.454857349,1,-0.099535003,1,-0.097715378,1,0.1369919776916504,1,-0.004644394,1
0.052008446,-4.369161129,1,-2.685416937,1,-8.347406387,1,-0.044070151,1,0.031659711,1,0.016228098,1,0.3280268907546997,1,-0.4547548,1,-0.099418372,1,-0.073301792,1,0.1452820301055908,1,-0.02969265,1
0.056005888,-4.385426521,1,-2.711116791,1,-8.313570976,1,-0.047516234,1,0.034278497,1,0.016567642,1,0.3277860283851624,1,-0.454654098,1,-0.099300198,1,-0.090452194,1,0.1177186965942383,1,0.005235672,1
0.060005374,-4.372639656,1,-2.665204525,1,-8.337889671,1,-0.045213394,1,0.029145064,1,0.016027652,1,0.3275562822818756,1,-0.454555333,1,-0.09918806,1,-0.078532696,1,0.1618561744689941,1,-0.01803112,1
0.06400691,-4.365958214,1,-2.669890404,1,-8.362163544,1,-0.040368095,1,0.03061251,1,0.014370155,1,0.3273329138755798,1,-0.454463065,1,-0.099073157,1,-0.072662354,1,0.1554396152496338,1,-0.041297913,1
0.068004355,-4.35669136,1,-2.670995474,1,-8.336490631,1,-0.042221952,1,0.028396418,1,0.017674593,1,0.3271209299564362,1,-0.454367459,1,-0.098971091,1,-0.06423521,1,0.1527009010314941,1,-0.014640808,1
0.072003841,-4.376702785,1,-2.699309826,1,-8.35221386,1,-0.040814657,1,0.024112629,1,0.016983166,1,0.3269155919551849,1,-0.45428285,1,-0.098859601,1,-0.084990501,1,0.1227953433990479,1,-0.029438019,1
0.076005124,-4.404071808,1,-2.727489233,1,-8.311506271,1,-0.038449459,1,0.031137858,1,0.018928811,1,0.326704204,1,-0.454198837,1,-0.098754078,1,-0.113097668,1,0.09297204,1,0.012207031,1
0.080002815,-4.405831814,1,-2.706971407,1,-8.287276268,1,-0.034120794,1,0.028174475,1,0.012067661,1,0.3265110850334167,1,-0.45411104,1,-0.09865234,1,-0.115629196,1,0.1120035648345947,1,0.037340164,1
0.084002048,-4.387713432,1,-2.707350016,1,-8.340744019,1,-0.040652465,1,0.02500256,1,0.013795437,1,0.3263173997402191,1,-0.454029739,1,-0.098556697,1,-0.098225594,1,0.1101248264312744,1,-0.01525116,1
0.08800333,-4.398611069,1,-2.724814177,1,-8.355072975,1,-0.038473457,1,0.03043738,1,0.016794225,1,0.3261297941207886,1,-0.453941435,1,-0.098461322,1,-0.109899521,1,0.091219664,1,-0.028694153,1
0.092000768,-4.379023075,1,-2.714367151,1,-8.35816288,1,-0.033932369,1,0.025711268,1,0.015377671,1,0.3259263038635254,1,-0.453865409,1,-0.098352574,1,-0.090979576,1,0.1000761985778809,1,-0.030902863,1
0.096006401,-4.399798393,1,-2.718152761,1,-8.309585571,1,-0.034794066,1,0.027498344,1,0.014966495,1,0.3257462382316589,1,-0.453783095,1,-0.098259464,1,-0.112478256,1,0.094904184,1,0.018514633,1
0.10000819,-4.403567791,1,-2.720400095,1,-8.316690445,1,-0.03296762,1,0.027434355,1,0.01339758,1,0.3255603313446045,1,-0.45370084,1,-0.098168857,1,-0.116971016,1,0.091221333,1,0.012267113,1
0.104006141,-4.37882328,1,-2.730559349,1,-8.325655937,1,-0.03712596,1,0.026205027,1,0.014682319,1,0.3253740668296814,1,-0.453617215,1,-0.098072313,1,-0.092961788,1,0.07962513,1,0.004164696,1
0.108005375,-4.339829922,1,-2.706914663,1,-8.344902039,1,-0.035266887,1,0.024778152,1,0.014212662,1,0.3251912891864777,1,-0.453538269,1,-0.097979777,1,-0.054662704,1,0.1018555164337158,1,-0.014246941,1
0.112006657,-4.314632893,1,-2.661663771,1,-8.360600471,1,-0.032749295,1,0.024011783,1,0.013461629,1,0.3250097632408142,1,-0.453463405,1,-0.097880021,1,-0.030123234,1,0.1456966400146484,1,-0.029130936,1
