Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-4.964512348,1,-1.345584154,1,-8.369091034,1,-0.000732306,1,-0.027397733,1,0.000592391,1,0.1419226080179214,1,-0.529390275,1,-1.821933627,1,-0.02545929,1,-0.151574731,1,-0.012550354,1
0.004001024,-5.003157139,1,-1.316385984,1,-8.377717972,1,-0.002376054,1,-0.029306915,1,0.001481884,1,0.1419240683317184,1,-0.529495239,1,-1.82194376,1,-0.063217163,1,-0.122438073,1,-0.021695137,1
0.007998208,-5.00328207,1,-1.395647168,1,-8.336309433,1,-0.003170055,1,-0.020490147,1,0.001676901,1,0.1419231593608856,1,-0.529598653,1,-1.821958899,1,-0.062469482,1,-0.201778769,1,0.019210815,1
0.011997184,-4.966608524,1,-1.369647503,1,-8.327607155,1,-0.001670576,1,-0.024723707,1,0.004135766,1,0.1419131904840469,1,-0.529689133,1,-1.82195878,1,-0.02503252,1,-0.175925732,1,0.027482033,1
0.015998976,-5.012606621,1,-1.418886781,1,-8.301757813,1,-0.006527049,1,-0.020167857,1,0.006969493,1,0.1418964564800262,1,-0.529778361,1,-1.821956038,1,-0.070277214,1,-0.225367308,1,0.052914619,1
0.020001791,-4.962172985,1,-1.408666253,1,-8.317899704,1,-0.0051597,1,-0.018975729,1,0.009534566,1,0.1418731361627579,1,-0.529862583,1,-1.821950793,1,-0.019133568,1,-0.215400338,1,0.036388397,1
0.024000768,-5.005626678,1,-1.435863853,1,-8.312012672,1,-0.008563296,1,-0.01928387,1,0.004572483,1,0.1418277025222778,1,-0.529939592,1,-1.82192409,1,-0.061936855,1,-0.243031502,1,0.041952133,1
0.028002048,-4.990913868,1,-1.450947523,1,-8.322555542,1,-0.008514732,1,-0.014799423,1,0.014101225,1,0.141783744,1,-0.530006528,1,-1.821897984,1,-0.046659946,1,-0.258529425,1,0.031132698,1
0.03199923,-4.969686985,1,-1.380114794,1,-8.332736015,1,-0.011333033,1,-0.019793535,1,0.009550128,1,0.1417242288589478,1,-0.530079365,1,-1.821856022,1,-0.02481842,1,-0.188244224,1,0.020669937,1
0.035997953,-4.971770763,1,-1.313648224,1,-8.332607269,1,-0.009506875,1,-0.010016074,1,0.010760612,1,0.1416614502668381,1,-0.530143738,1,-1.821815252,1,-0.026358128,1,-0.122347116,1,0.02055645,1
0.039998975,-4.987914085,1,-1.352962136,1,-8.286571503,1,-0.008402348,1,-0.011370456,1,0.010377405,1,0.1416055709123611,1,-0.53019613,1,-1.821779728,1,-0.042060375,1,-0.16216445,1,0.066403389,1
0.043995906,-4.990664005,1,-1.30094409,1,-8.340846062,1,-0.006012816,1,-0.011233469,1,0.006770249,1,0.141547367,1,-0.530245662,1,-1.821742177,1,-0.044391632,1,-0.110667229,1,0.011953354,1
0.047994878,-4.955666065,1,-1.295877337,1,-8.34536171,1,-0.009540337,1,-0.014240167,1,0.009997039,1,0.1414977163076401,1,-0.530291796,1,-1.821707606,1,-0.00900507,1,-0.106047273,1,0.00727272,1
0.051995903,-4.994391441,1,-1.29409039,1,-8.333417892,1,-0.004663999,1,-0.006770905,1,0.005676934,1,0.1414493769407272,1,-0.530334473,1,-1.82167387,1,-0.047369957,1,-0.10469389,1,0.019064903,1
0.055992831,-4.994480133,1,-1.305486798,1,-8.345754623,1,-0.00646328,1,-0.006070038,1,0.008847791,1,0.1414120495319366,1,-0.530363441,1,-1.821641326,1,-0.047214508,1,-0.116422176,1,0.006630898,1
0.059991807,-4.99911499,1,-1.271679878,1,-8.343822479,1,-0.005380703,1,-0.002919627,1,0.006700504,1,0.1413720995187759,1,-0.530381739,1,-1.821611166,1,-0.05169487,1,-0.082961559,1,0.008522034,1
0.063992836,-4.97146225,1,-1.268758297,1,-8.334369659,1,-0.006867736,1,-0.002118763,1,0.005303774,1,0.1413417756557465,1,-0.530394614,1,-1.82159853,1,-0.023932934,1,-0.080302477,1,0.017946243,1
0.067989759,-4.977605343,1,-1.280674338,1,-8.354841232,1,-0.003851199,1,0.004615023,1,0.00223589,1,0.1413163542747498,1,-0.530391753,1,-1.821580172,1,-0.030100822,1,-0.092428684,1,-0.002479553,1
0.071988739,-4.97031498,1,-1.310125828,1,-8.352080345,1,-0.003923711,1,0.000981773,1,-0.000741516,1,0.1412889957427979,1,-0.530390501,1,-1.821569443,1,-0.02282095,1,-0.122107863,1,0.000318527,1
0.07598976,-4.96104908,1,-1.315231204,1,-8.368476868,1,-0.004417542,1,0.003644674,1,0.002581346,1,0.1412717550992966,1,-0.530378401,1,-1.821561337,1,-0.013657093,1,-0.1273489,1,-0.01599884,1
0.079986945,-4.952260971,1,-1.366491318,1,-8.358573914,1,0.000430954,1,0.005676377,1,0.007184588,1,0.141247883,1,-0.530357897,1,-1.821540356,1,-0.005042076,1,-0.178794026,1,-0.005965233,1
0.083985917,-4.947430134,1,-1.39089942,1,-8.329469681,1,-0.005781414,1,0.011644099,1,0.003523331,1,0.1412223130464554,1,-0.530335724,1,-1.821519852,1,-0.000398159,1,-0.203400493,1,0.023277283,1
0.087986685,-4.95624733,1,-1.337998033,1,-8.363705635,1,-0.006790545,1,0.008346079,1,0.000766514,1,0.1411851197481155,1,-0.53029424,1,-1.82149601,1,-0.009565353,1,-0.150780916,1,-0.010712624,1
0.09198387,-4.973298073,1,-1.28644383,1,-8.34877491,1,-0.006362187,1,0.011243792,1,0.00524883,1,0.1411521434783936,1,-0.530253947,1,-1.821478367,1,-0.026956558,1,-0.099474192,1,0.004454613,1
0.095988736,-4.930811882,1,-1.308930278,1,-8.3495121,1,-0.006161487,1,0.014133121,1,0.00269681,1,0.1411127746105194,1,-0.530202985,1,-1.821450949,1,0.015100002,1,-0.122254133,1,0.004013062,1
0.099989757,-4.950357437,1,-1.31257093,1,-8.37334156,1,-0.001724405,1,0.012293012,1,0.00587185,1,0.1410845220088959,1,-0.530154049,1,-1.821421623,1,-0.004858017,1,-0.126096487,1,-0.01954174,1
0.103986941,-4.973003387,1,-1.315959454,1,-8.368848801,1,-0.000822427,1,0.01471522,1,0.002342602,1,0.141293541,1,-0.53004849,1,-1.821513176,1,-0.028394699,1,-0.127665639,1,-0.014782906,1
0.107985921,-4.986748219,1,-1.366561174,1,-8.320025444,1,-0.002035747,1,0.018166309,1,0.001478634,1,0.1412242501974106,1,-0.530012608,1,-1.820257306,1,-0.042442799,1,-0.178821325,1,0.034298897,1
0.111986943,-5.002779961,1,-1.340721011,1,-8.360747337,1,-0.004306334,1,0.022431219,1,0.006071978,1,0.1411929279565811,1,-0.529938877,1,-1.820223093,1,-0.059096336,1,-0.153191328,1,-0.006024361,1
0.115984127,-4.994361877,1,-1.282329202,1,-8.316656113,1,0.000608541,1,0.027214052,1,0.00470533,1,0.1411582082509995,1,-0.529850483,1,-1.820182085,1,-0.051424503,1,-0.095028043,1,0.038541794,1
0.119983107,-4.972826481,1,-1.286420107,1,-8.395040512,1,-0.000607983,1,0.02856598,1,0.00519862,1,0.1411363780498505,1,-0.529746056,1,-1.820144892,1,-0.030770302,1,-0.099228978,1,-0.039306641,1
