Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid
0,-5.159840107,1,-2.40263176,1,-8.028057098,1,0.005485541,1,-0.0192685,1,-0.001140913,1,0.290687382,1,-0.549881816,1,0.373591721,1
0.003999744,-5.175646782,1,-2.424878836,1,-7.998407364,1,0.004181375,1,-0.016457409,1,0.004264927,1,0.290711582,1,-0.549946487,1,0.373571932,1
0.008001536,-5.202508926,1,-2.402689457,1,-7.985375404,1,0.004304618,1,-0.017948227,1,-0.002798447,1,0.290739715,1,-0.550008118,1,0.373551428,1
0.011999232,-5.198636532,1,-2.455319881,1,-7.969103336,1,0.008145312,1,-0.013449215,1,0.002083775,1,0.290780604,1,-0.550071955,1,0.373520881,1
0.015998719,-5.173902988,1,-2.412620068,1,-8.006970406,1,0.008037182,1,-0.01966146,1,0.002990859,1,0.290809184,1,-0.550132573,1,0.373506427,1
0.020000257,-5.184874535,1,-2.422929764,1,-7.99993372,1,0.002630359,1,-0.01367529,1,0.002172594,1,0.290837824,1,-0.550190032,1,0.373490274,1
0.023997951,-5.184453011,1,-2.408433914,1,-7.995822906,1,0.006248588,1,-0.015641244,1,0.001217364,1,0.290859818,1,-0.550252676,1,0.373480141,1
0.02799744,-5.171424389,1,-2.40450263,1,-7.987771034,1,0.004169108,1,-0.015050133,1,-0.000626561,1,0.29089281,1,-0.550307631,1,0.3734577,1
0.031998977,-5.171290874,1,-2.376048088,1,-7.984593868,1,0.007015126,1,-0.017930847,1,0.003843302,1,0.290916741,1,-0.550375998,1,0.373436689,1
0.035996415,-5.178839207,1,-2.376414776,1,-7.982890606,1,0.007184425,1,-0.01408546,1,0.000944197,1,0.290947735,1,-0.550434172,1,0.373427719,1
0.039996158,-5.159805298,1,-2.354953289,1,-7.968821049,1,0.005296688,1,-0.017370708,1,0.000824325,1,0.290982187,1,-0.550499797,1,0.373407543,1
0.043997698,-5.183794022,1,-2.408663511,1,-7.947506905,1,0.007167398,1,-0.012639358,1,0.000888223,1,0.291015685,1,-0.550557971,1,0.373387456,1
0.047995392,-5.169029236,1,-2.41185689,1,-7.969460964,1,0.007882852,1,-0.010861784,1,-0.000116562,1,0.291058093,1,-0.550614297,1,0.373367608,1
0.051994879,-5.164644241,1,-2.416719198,1,-7.954530239,1,0.00563061,1,-0.011487583,1,0.003863278,1,0.291087896,1,-0.550666451,1,0.373352468,1
0.055996671,-5.199662209,1,-2.410787821,1,-7.97209549,1,0.009908745,1,-0.013286714,1,0.003377433,1,0.291127443,1,-0.550707877,1,0.37333855,1
0.059994623,-5.229323864,1,-2.372666359,1,-7.972099304,1,0.004281478,1,-0.011626083,1,0.003768218,1,0.29115811,1,-0.550752282,1,0.373325408,1
0.06399437,-5.185583115,1,-2.423094273,1,-7.963914871,1,0.004112474,1,-0.012251629,1,0.003518939,1,0.291188836,1,-0.550798476,1,0.373310566,1
0.067995645,-5.190667629,1,-2.429587603,1,-7.961808205,1,0.005456334,1,-0.005161448,1,0.00155765,1,0.291216373,1,-0.550838113,1,0.373302281,1
0.071993344,-5.188164234,1,-2.467411995,1,-7.964995384,1,0.003810223,1,-0.008760041,1,0.002567512,1,0.291233122,1,-0.550862551,1,0.373307467,1
0.07599283,-5.221540928,1,-2.438637733,1,-7.965706825,1,0.000656785,1,-0.006581803,1,0.003016295,1,0.291239679,1,-0.550893605,1,0.37330097,1
0.079994366,-5.202736855,1,-2.446937084,1,-7.962068081,1,0.002992464,1,-0.006411014,1,0.001096124,1,0.291237295,1,-0.550917387,1,0.373306215,1
0.083992064,-5.21974659,1,-2.444347382,1,-7.971955299,1,-0.002452909,1,-0.002558965,1,0.003766256,1,0.291231573,1,-0.550944269,1,0.37330848,1
0.087991551,-5.181915283,1,-2.411294937,1,-7.958566189,1,-0.002030438,1,-7.14E-05,1,0.002078405,1,0.291216373,1,-0.550961614,1,0.373318136,1
