Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-4.84551096,1,-2.605134249,1,-8.219698906,1,0.074827373,1,-0.002410647,1,-0.058199104,1,0.271199822,1,-0.507025957,1,0.033358127,1,-0.096463203,1,-0.314763308,1,0.017557144,1
0.004001536,-4.836570263,1,-2.626620531,1,-8.166357994,1,0.055449605,1,0.006376732,1,-0.051063228,1,0.271578163,1,-0.506960213,1,0.033113625,1,-0.088085175,1,-0.333048582,1,0.070332527,1
0.008004864,-4.8040061,1,-2.631127119,1,-8.125473976,1,0.05089711,1,0.013000522,1,-0.04355634,1,0.271883994,1,-0.50686425,1,0.032919176,1,-0.056341171,1,-0.334914446,1,0.110953331,1
0.012004096,-4.78076458,1,-2.616621733,1,-8.138559341,1,0.03925994,1,0.024276335,1,-0.035131618,1,0.272140384,1,-0.506760895,1,0.032771952,1,-0.033983231,1,-0.318165779,1,0.09774971,1
0.016005632,-4.713120937,1,-2.760993481,1,-8.077215195,1,0.033839021,1,0.030360889,1,-0.033709176,1,0.272352308,1,-0.506610513,1,0.032643281,1,0.032374382,1,-0.460598946,1,0.159296989,1
0.020003073,-4.802445889,1,-2.601196051,1,-8.032107353,1,0.022667646,1,0.036966413,1,-0.031328388,1,0.272521853,1,-0.506454647,1,0.032531664,1,-0.058283806,1,-0.299206734,1,0.204727173,1
0.024002047,-5.206276894,1,-2.792122841,1,-8.341244698,1,0.018585065,1,0.033509742,1,-0.002555399,1,0.27264148,1,-0.506299436,1,0.032473017,1,-0.463442326,1,-0.488949776,1,-0.103977203,1
0.028003328,-4.440657616,1,-2.227366447,1,-8.13044548,1,0.030473039,1,0.046679992,1,-0.029251236,1,0.272707462,1,-0.506100416,1,0.032456387,1,0.300474644,1,0.076603889,1,0.107577324,1
0.032000769,-4.719069481,1,-2.308746815,1,-8.256937981,1,0.031142253,1,0.034314707,1,-0.027277265,1,0.272874832,1,-0.505922139,1,0.032378968,1,0.020537853,1,-0.003170013,1,-0.018488884,1
0.035999998,-4.736418724,1,-2.219340086,1,-8.245019913,1,0.034150336,1,0.040519711,1,-0.027752616,1,0.273027301,1,-0.50574261,1,0.032310855,1,0.001652718,1,0.087722301,1,-0.006101608,1
0.040001281,-4.70936203,1,-2.26827836,1,-8.256784439,1,0.040856469,1,0.041262221,1,-0.032026362,1,0.27321595,1,-0.505553186,1,0.032236617,1,0.027088642,1,0.040580511,1,-0.017436981,1
0.043998465,-4.733586311,1,-2.265311718,1,-8.261131287,1,0.037103612,1,0.043900575,1,-0.036278322,1,0.273416638,1,-0.505361259,1,0.032147672,1,0.001221657,1,0.045446157,1,-0.021370888,1
0.047997694,-5.20208931,1,-2.561573982,1,-8.423639297,1,0.030956756,1,0.03979053,1,-0.009560423,1,0.273596972,1,-0.505175948,1,0.032081775,1,-0.468867302,1,-0.249092579,1,-0.183450699,1
0.051998977,-4.521608353,1,-2.109504461,1,-8.393375397,1,0.055502087,1,0.038173769,1,-0.04521488,1,0.273798943,1,-0.504943848,1,0.031995904,1,0.209627628,1,0.204937696,1,-0.152597427,1
0.055996161,-4.787094593,1,-2.283713341,1,-8.29115963,1,0.052960005,1,0.033893395,1,-0.045078188,1,0.274094343,1,-0.504758239,1,0.031841327,1,-0.057447433,1,0.033400536,1,-0.05022049,1
0.05999539,-4.758985519,1,-2.181897879,1,-8.309535027,1,0.060373355,1,0.040279016,1,-0.053210624,1,0.274393439,1,-0.504556715,1,0.031674724,1,-0.031064034,1,0.137938976,1,-0.068372726,1
0.063996673,-4.774879456,1,-2.153778791,1,-8.305175781,1,0.066738337,1,0.039921973,1,-0.049441367,1,0.274734974,1,-0.504350364,1,0.031502537,1,-0.048724651,1,0.169137001,1,-0.063867569,1
0.067994371,-4.78742218,1,-2.219067335,1,-8.306913376,1,0.071887515,1,0.036370952,1,-0.055327009,1,0.27510488,1,-0.504153073,1,0.031313065,1,-0.06295681,1,0.107149839,1,-0.06556797,1
0.071993597,-4.800338745,1,-2.263627529,1,-8.28680706,1,0.074409299,1,0.038445864,1,-0.055080105,1,0.275506824,1,-0.503953159,1,0.0311106,1,-0.07758522,1,0.066159964,1,-0.04548645,1
