Time,inertial-6253.76535:scaledAccelX,inertial-6253.76535:scaledAccelY,inertial-6253.76535:scaledAccelZ,inertial-6253.76535:scaledGyroX,inertial-6253.76535:scaledGyroY,inertial-6253.76535:scaledGyroZ,inertial-6253.76535:scaledMagX,inertial-6253.76535:scaledMagY,inertial-6253.76535:scaledMagZ,inertial-6253.76535:roll,inertial-6253.76535:pitch,inertial-6253.76535:yaw
0,0.4709100425243378,0.010656331,-0.887433887,-0.013264827,0.009170841,0.002159189,-0.52842468,-0.284139365,-0.111563161,0.003839089,0.4827161431312561,2.684975862503052
0.005000448,0.4701820611953735,0.012556173,-0.886371851,-0.010368862,0.007290706,0.003250969,-0.528324246,-0.284103811,-0.111444876,0.003766302,0.4827627539634705,2.684907913208008
0.010002176,0.4699022173881531,0.012025207,-0.886656046,-0.006804773,0.006942578,0.004072316,-0.528290927,-0.284092009,-0.111405656,0.003716066,0.482805461,2.684851169586182
0.014998784,0.4698295891284943,0.012765839,-0.885787845,-0.005023009,0.005186745,0.004208339,-0.528461874,-0.28433603,-0.111650296,0.00367753,0.4828432202339172,2.684784173965454
0.019996416,0.4689976274967194,0.012889326,-0.88575989,-0.00158331,0.005334069,0.005423397,-0.528567195,-0.284479558,-0.111799419,0.003654777,0.4828785955905914,2.684731006622314
0.02500096,0.4685820043087006,0.011395792,-0.884313345,-0.000198767,0.004492138,0.00491772,-0.528648198,-0.284590006,-0.111914158,0.003644153,0.482908696,2.684678316116333
0.03000064,0.466831237,0.011401045,-0.884438634,-0.001482275,0.005447727,0.006200975,-0.528675079,-0.284626633,-0.111952201,0.003624016,0.4829404354095459,2.684632539749146
0.035001088,0.4651211798191071,0.009464957,-0.886874795,0.001667896,0.003840941,0.006901754,-0.528695405,-0.284683496,-0.111954518,0.003631464,0.4829597175121307,2.684590816497803
0.040002815,0.4668391346931458,0.010262541,-0.886986256,0.0009249,0.006523642,0.008029846,-0.528701842,-0.284731239,-0.111928098,0.003631315,0.4829956591129303,2.684550285339355
0.044999681,0.4674238562583923,0.007031993,-0.887667596,0.003810991,0.007458111,0.009467899,-0.528706789,-0.284767985,-0.111907773,0.003657106,0.4830372035503387,2.684519290924072
0.049997568,0.468286932,0.003713103,-0.887127876,0.001888366,0.00686847,0.006746739,-0.528708458,-0.284780145,-0.11190103,0.003670725,0.4830747246742249,2.684473514556885
0.054995969,0.4683922827243805,0.004329165,-0.885950685,0.001977818,0.007211503,0.005243572,-0.52870971,-0.284789503,-0.111895844,0.003680473,0.4831098914146423,2.684423923492432
0.059995137,0.4690845310688019,0.005481179,-0.883947551,0.001256605,0.00579619,0.005522915,-0.528358817,-0.284749836,-0.112042181,0.003685858,0.4831482768058777,2.684373856
0.064996094,0.4686630666255951,0.008378258,-0.885347784,0.004259347,0.005440303,0.005727075,-0.528088808,-0.284719288,-0.112154782,0.003702393,0.4831783771514893,2.684326887130737
0.069997571,0.4702528119087219,0.011010903,-0.886106789,0.003545483,0.002136719,0.006022409,-0.527999282,-0.284709156,-0.112192109,0.003708653,0.4831981360912323,2.684276103973389
0.074994177,0.472254604,0.011724091,-0.883886933,0.00636794,0.000131124,0.007821129,-0.527930379,-0.284701347,-0.112220839,0.003736758,0.4832122027873993,2.684238195419312
0.079991549,0.4716992080211639,0.009150384,-0.884264052,0.007824652,-0.003116374,0.007079502,-0.528137207,-0.284606934,-0.112147018,0.003771361,0.4832086563110352,2.684199810028076
0.08498995,0.4713239073753357,0.007164733,-0.882739544,0.010240531,-0.003631706,0.009689658,-0.528528452,-0.284441441,-0.112005934,0.00383771,0.4831996262073517,2.684173345565796
0.089989379,0.4711757302284241,0.005178023,-0.88262254,0.011130431,-0.006672843,0.009280578,-0.528658211,-0.284386575,-0.111959152,0.003899753,0.4831755459308624,2.684139251708984
