Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-5.207243919,1,-2.666130066,1,-8.02340126,1,0.017280396,1,-0.008053911,1,-0.025793696,1,0.36999476,1,-0.526961446,1,-0.371697694,1,-0.28870821,1,0.390701294,1,-0.142067432,1
0.004001024,-5.223531246,1,-2.65644908,1,-7.999631405,1,0.020639692,1,-0.010806014,1,-0.030194482,1,0.370134115,1,-0.526960194,1,-0.371836603,1,-0.305006027,1,0.401484013,1,-0.118715763,1
0.007998464,-5.196941853,1,-2.790276766,1,-7.909051895,1,0.027500883,1,-0.009678379,1,-0.035085998,1,0.37031883,1,-0.526956141,1,-0.372003853,1,-0.278450966,1,0.269119024,1,-0.028682709,1
0.01200384,-5.147108555,1,-2.969759464,1,-7.872919083,1,0.026439533,1,-0.008571226,1,-0.037943117,1,0.370527685,1,-0.526931047,1,-0.372188509,1,-0.228829861,1,0.091326714,1,0.00692606,1
0.016005376,-5.064579964,1,-3.111076832,1,-7.732707977,1,0.021386987,1,-0.004532208,1,-0.031383101,1,0.370486677,1,-0.527150154,1,-0.372280002,1,-0.144448757,1,-0.050704479,1,0.146257401,1
0.020002816,-4.98795414,1,-3.148985147,1,-7.686779976,1,0.016286965,1,-0.004282206,1,-0.027473629,1,0.370616674,1,-0.527092755,1,-0.372727215,1,-0.068308353,1,-0.087486982,1,0.19204855,1
0.024001792,-4.974051952,1,-3.263188362,1,-7.61739397,1,0.008160261,1,0.001314808,1,-0.012665609,1,0.370716333,1,-0.527071059,1,-0.372816801,1,-0.054589272,1,-0.200866222,1,0.261229038,1
0.028003328,-4.986600876,1,-3.291614056,1,-7.615510941,1,0.000176341,1,-0.003139214,1,-0.010020282,1,0.370771229,1,-0.527065098,1,-0.372874945,1,-0.067188263,1,-0.228850126,1,0.262968063,1
0.032001022,-4.98139143,1,-3.310945749,1,-7.610913754,1,-0.004544197,1,-0.001958163,1,-0.000445611,1,0.370776623,1,-0.527060568,1,-0.372898728,1,-0.062017441,1,-0.248129368,1,0.267574787,1
0.035999998,-4.972054005,1,-3.267115116,1,-7.597064972,1,0.001718033,1,-0.007576855,1,-0.006631603,1,0.37078017,1,-0.527071536,1,-0.372916877,1,-0.052587032,1,-0.204289436,1,0.281363487,1
