Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-4.845035553,1,-1.045006752,1,-8.452013969,1,-0.00203827,1,-0.006922659,1,0.004026003,1,0.12169499,1,-0.521730125,1,0.193500191,1,0.029211044,1,-0.015700579,1,-0.035727501,1
0.003997696,-4.873610497,1,-1.036028147,1,-8.472682953,1,-0.003437568,1,-0.010782944,1,0.000908629,1,0.121678934,1,-0.521775961,1,0.193510294,1,0.001024723,1,-0.006883979,1,-0.056599617,1
0.007997184,-4.868067741,1,-0.998641312,1,-8.466164589,1,-0.005218541,1,-0.010512698,1,0.001702835,1,0.121660016,1,-0.521822333,1,0.193523824,1,0.006960869,1,0.030316174,1,-0.050286293,1
0.011992832,-4.919175625,1,-0.987928212,1,-8.474463463,1,0.00056046,1,-0.008011109,1,0.005313827,1,0.121640243,1,-0.521865606,1,0.19353579,1,-0.043780327,1,0.040837348,1,-0.058773994,1
0.015990272,-4.893606663,1,-0.969869196,1,-8.433972359,1,-0.0032042,1,-0.009957592,1,0.008990935,1,0.12161652,1,-0.521910489,1,0.193560407,1,-0.017830849,1,0.058669984,1,-0.018476486,1
0.019989761,-4.877459526,1,-1.026797891,1,-8.442304611,1,-0.002754429,1,-0.010368039,1,0.004707335,1,0.121600322,1,-0.52195102,1,0.19356966,1,-0.001340389,1,0.001581073,1,-0.026988029,1
0.023985408,-4.853447914,1,-0.995779455,1,-8.435364723,1,-0.00759595,1,-0.007640882,1,0.000628067,1,0.121576026,1,-0.521989107,1,0.193576127,1,0.022994518,1,0.032372415,1,-0.020208359,1
0.027982848,-4.853917122,1,-1.021218896,1,-8.467700005,1,-0.005038599,1,-0.009651423,1,0.003373199,1,0.121550426,1,-0.522033751,1,0.193592831,1,0.022903442,1,0.006691337,1,-0.052731514,1
0.031982593,-4.842080116,1,-1.026187778,1,-8.475205421,1,-0.002518034,1,-0.012486541,1,0.002518628,1,0.121528909,1,-0.522081435,1,0.193604663,1,0.035144329,1,0.001513004,1,-0.060446739,1
0.035978239,-4.853879452,1,-1.022350907,1,-8.470924377,1,-0.003969745,1,-0.014827561,1,0.005801621,1,0.121500164,1,-0.522140563,1,0.193618253,1,0.023846626,1,0.005072832,1,-0.056424141,1
