Time,inertial-6253.76535:estCompensatedAccelX,inertial-6253.76535:estCompensatedAccelX:valid,inertial-6253.76535:estCompensatedAccelY,inertial-6253.76535:estCompensatedAccelY:valid,inertial-6253.76535:estCompensatedAccelZ,inertial-6253.76535:estCompensatedAccelZ:valid,inertial-6253.76535:estAngularRateX,inertial-6253.76535:estAngularRateX:valid,inertial-6253.76535:estAngularRateY,inertial-6253.76535:estAngularRateY:valid,inertial-6253.76535:estAngularRateZ,inertial-6253.76535:estAngularRateZ:valid,inertial-6253.76535:estRoll,inertial-6253.76535:estRoll:valid,inertial-6253.76535:estPitch,inertial-6253.76535:estPitch:valid,inertial-6253.76535:estYaw,inertial-6253.76535:estYaw:valid,inertial-6253.76535:estLinearAccelX,inertial-6253.76535:estLinearAccelX:valid,inertial-6253.76535:estLinearAccelY,inertial-6253.76535:estLinearAccelY:valid,inertial-6253.76535:estLinearAccelZ,inertial-6253.76535:estLinearAccelZ:valid
0,-4.990292072,1,-0.819489658,1,-8.417926788,1,-0.011210838,1,0.019376729,1,0.011971673,1,0.091617249,1,-0.530212879,1,-0.642828166,1,-0.044296265,1,-0.047564209,1,-0.015967369,1
0.004001536,-4.985670567,1,-0.819254518,1,-8.390298843,1,-0.007812331,1,0.021529114,1,0.00986997,1,0.091550402,1,-0.530135274,1,-0.642768979,1,-0.040329933,1,-0.047855616,1,0.012094498,1
0.007999232,-4.978499889,1,-0.83381772,1,-8.385850906,1,-0.008376892,1,0.023578562,1,0.007375908,1,0.091482654,1,-0.530049324,1,-0.642710745,1,-0.033884525,1,-0.0629493,1,0.017018318,1
0.011998464,-5.014482498,1,-0.824078619,1,-8.360144615,1,-0.005846548,1,0.020730603,1,0.008739491,1,0.09142632,1,-0.529962718,1,-0.642656803,1,-0.070597172,1,-0.053644359,1,0.043195724,1
0.016000256,-4.986008644,1,-0.813138783,1,-8.390873909,1,-0.007678754,1,0.027163509,1,0.005608259,1,0.091376953,1,-0.52987206,1,-0.642618239,1,-0.042889118,1,-0.043078542,1,0.012949944,1
0.019997953,-4.987157345,1,-0.825269163,1,-8.410271645,1,-0.003775512,1,0.024792604,1,0.010175316,1,0.091326319,1,-0.529782832,1,-0.642565787,1,-0.044790745,1,-0.055594206,1,-0.005970001,1
0.023997184,-4.975021362,1,-0.798690319,1,-8.384203911,1,-0.006740875,1,0.025771875,1,0.007264847,1,0.091291144,1,-0.529689968,1,-0.642523825,1,-0.033438683,1,-0.02926898,1,0.020583153,1
0.027998719,-4.940446854,1,-0.835128069,1,-8.417921066,1,-0.003520151,1,0.023212584,1,0.003464471,1,0.091252692,1,-0.529587567,1,-0.642485499,1,0.000271797,1,-0.065983891,1,-0.012600899,1
0.031996418,-4.907158852,1,-0.797335148,1,-8.436365128,1,-0.00220108,1,0.024716184,1,0.006097858,1,0.091219649,1,-0.529490471,1,-0.642451763,1,0.032740116,1,-0.028425157,1,-0.030542374,1
0.035995647,-4.919138908,1,-0.816107333,1,-8.416110992,1,-0.002727725,1,0.019664088,1,0.008122103,1,0.09119001,1,-0.529401839,1,-0.642413139,1,0.020011425,1,-0.047406554,1,-0.009829521,1
0.03999744,-4.963459969,1,-0.826940477,1,-8.436506271,1,0.001224026,1,0.020229252,1,0.001685059,1,0.091171958,1,-0.529322147,1,-0.642385006,1,-0.024981499,1,-0.058355749,1,-0.029820442,1
0.043995135,-4.959599972,1,-0.834512711,1,-8.413354874,1,-0.001066405,1,0.01805648,1,-0.000291722,1,0.091162175,1,-0.529240489,1,-0.642368436,1,-0.021811485,1,-0.065973401,1,-0.006258965,1
0.047994625,-4.966795921,1,-0.833617091,1,-8.435383797,1,-0.003478425,1,0.021184072,1,0.004359681,1,0.091150708,1,-0.529171467,1,-0.642352462,1,-0.02959013,1,-0.065143168,1,-0.027939796,1
0.05199616,-4.955635071,1,-0.879091203,1,-8.440303802,1,0.005499436,1,0.01802068,1,-0.001266556,1,0.09114974,1,-0.529107571,1,-0.64234668,1,-0.018968582,1,-0.110597074,1,-0.032548904,1
0.055993855,-4.935993195,1,-0.892567754,1,-8.471487999,1,-0.001354858,1,0.014580716,1,0.003342855,1,0.09114822,1,-0.529046774,1,-0.642329812,1,0.00015974,1,-0.124058902,1,-0.063430786,1
