Time,inertial-6253.76535:scaledAccelX,inertial-6253.76535:scaledAccelY,inertial-6253.76535:scaledAccelZ,inertial-6253.76535:scaledGyroX,inertial-6253.76535:scaledGyroY,inertial-6253.76535:scaledGyroZ,inertial-6253.76535:scaledMagX,inertial-6253.76535:scaledMagY,inertial-6253.76535:scaledMagZ,inertial-6253.76535:roll,inertial-6253.76535:pitch,inertial-6253.76535:yaw
0,-0.65686214,-0.149200782,-0.741684914,-0.000942719,-0.004294814,0.010010884,0.464240611,0.011993978,0.055502646,0.193565294,-0.722794294,0.017949801
0.005000192,-0.654805183,-0.148445725,-0.741712451,0.000465456,-0.00308941,0.010978891,0.464203417,0.011924079,0.055356406,0.193533644,-0.722809553,0.017983409
0.010001664,-0.654146314,-0.146515548,-0.742320359,-0.000489193,-0.005897978,0.00978651,0.464412689,0.011983658,0.055361886,0.193493262,-0.722830057,0.017996753
0.014998272,-0.653462231,-0.146526501,-0.743324339,0.00088375,-0.005069007,0.011219701,0.464797795,0.012113183,0.055420678,0.193456665,-0.722842574,0.018032612
0.019995648,-0.652228117,-0.146144077,-0.743239164,0.001354122,-0.006233987,0.009814036,0.464925498,0.012156131,0.055440173,0.193430454,-0.72286284,0.018043669
0.024993792,-0.65167582,-0.148418292,-0.742732704,0.001694986,-0.008431019,0.01007193,0.465023756,0.012189176,0.055455171,0.193410158,-0.722893596,0.018065024
0.029993216,-0.653121889,-0.150555849,-0.743098259,0.001928582,-0.009273777,0.010375148,0.46505633,0.012200133,0.055460144,0.193396598,-0.722924411,0.018088205
0.034993406,-0.654782474,-0.149034709,-0.74365741,0.002205348,-0.008597251,0.008584664,0.464619488,0.012428107,0.056371078,0.193385467,-0.722952664,0.018098565
0.039994881,-0.654118359,-0.147938326,-0.74372524,0.002705158,-0.009507546,0.009866418,0.464474648,0.012503699,0.056673128,0.1933631,-0.722994089,0.018114397
0.044991489,-0.656406403,-0.148543224,-0.744538128,0.002261908,-0.010012331,0.010399186,0.464363217,0.012561862,0.056905534,0.193338528,-0.723039031,0.018141404
0.049988866,-0.656285405,-0.149969101,-0.742457032,0.003188101,-0.011898315,0.010655663,0.464326262,0.012581147,0.056982595,0.193330228,-0.723087728,0.018159805
0.054987263,-0.655411124,-0.147723243,-0.742292345,0.002191499,-0.01209365,0.01093168,0.464351356,0.012386629,0.056469731,0.193304509,-0.723144412,0.018178809
0.059986688,-0.655939221,-0.146425083,-0.741960585,0.003024016,-0.012790733,0.009670883,0.464372933,0.012270325,0.056158092,0.193292513,-0.723206341,0.018189412
0.064986877,-0.653932273,-0.144512087,-0.744463921,0.002281225,-0.014107618,0.009528351,0.464389533,0.012180836,0.055918306,0.193264663,-0.723262072,0.01820017
0.069988862,-0.654484987,-0.146622136,-0.741276205,0.004259784,-0.01373098,0.009975773,0.464395046,0.012151163,0.055838797,0.193261638,-0.723325193,0.018214226
0.074985981,-0.654590309,-0.149261832,-0.742287934,0.004120102,-0.016678173,0.009585352,0.464371026,0.012047483,0.056341615,0.193263829,-0.723396659,0.018221399
0.0799831,-0.654441237,-0.148527756,-0.743819118,0.003316963,-0.014059857,0.009132211,0.464334607,0.011931577,0.057077065,0.193259045,-0.723457932,0.018233767
0.084981501,-0.653928757,-0.148281321,-0.741961241,0.002001696,-0.015405913,0.01035688,0.464306563,0.011842394,0.057642948,0.193241224,-0.723528206,0.018255243
0.089980669,-0.657332838,-0.146696135,-0.742711544,0.004270971,-0.01486537,0.010293471,0.464297265,0.011812823,0.057830583,0.193239063,-0.723602235,0.018267827
0.094981119,-0.657037497,-0.145237699,-0.743843436,0.004056802,-0.015261185,0.010566751,0.464290112,0.01179007,0.057974957,0.193231121,-0.723672092,0.018274406
0.099982589,-0.656454086,-0.145626009,-0.7437011,0.003767508,-0.015492531,0.01094753,0.464239717,0.011925366,0.056875154,0.193218037,-0.723742008,0.018291313
0.104979455,-0.656989038,-0.148009464,-0.742624044,0.004661162,-0.014856539,0.008706667,0.464200944,0.012029467,0.056028936,0.193226382,-0.72380662,0.018291555
0.109982722,-0.655837476,-0.150313884,-0.741971493,0.005267593,-0.014705312,0.009244466,0.464188099,0.012063985,0.055748343,0.193231031,-0.723870754,0.018306658
0.114981122,-0.6560148,-0.149617657,-0.74095273,0.002681524,-0.014361893,0.009057235,0.464178205,0.012090544,0.055532448,0.19322823,-0.723933935,0.018315351
0.119980291,-0.655485272,-0.149034962,-0.739883304,0.000232709,-0.013155011,0.009485959,0.464202225,0.012045725,0.05596425,0.193205401,-0.723990202,0.018327236
0.124980994,-0.653769791,-0.144801989,-0.739962459,0.001740572,-0.012953429,0.012662252,0.46424824,0.011957016,0.056805503,0.193169668,-0.724052191,0.01836201
0.129982457,-0.656728566,-0.146000713,-0.74041456,0.001997467,-0.014481938,0.010154972,0.464263499,0.011927601,0.057084445,0.193156213,-0.724119723,0.018375482
0.134979069,-0.656230986,-0.14732179,-0.738929331,0.003355134,-0.01460647,0.010225992,0.464275271,0.011904969,0.057299074,0.193142354,-0.724187791,0.018395294
0.139976442,-0.655372083,-0.148852944,-0.741201997,0.002613541,-0.011684207,0.009778954,0.464279145,0.011897464,0.057370238,0.193129316,-0.724234998,0.01840985
0.144974843,-0.655834973,-0.149853468,-0.740762651,0.002248531,-0.010123565,0.011355158,0.464414597,0.012011488,0.056035485,0.1931137,-0.72427845,0.018432669
0.149974018,-0.654546738,-0.150319606,-0.741351664,0.000215663,-0.009673865,0.012587851,0.464459509,0.012049296,0.055592906,0.193077564,-0.724317729,0.018470768
0.154974714,-0.659704626,-0.149515003,-0.740772426,-0.001555106,-0.00982094,0.014616585,0.46449405,0.012078387,0.055252373,0.193035111,-0.724364877,0.018513495
0.159976199,-0.658036172,-0.146355718,-0.740278125,-0.002294224,-0.007743568,0.014016379,0.464505494,0.012088033,0.055139456,0.19297038,-0.724402368,0.018555552
0.164972544,-0.658424854,-0.143972963,-0.739062071,0.000322311,-0.00758503,0.013633946,0.464270979,0.011802602,0.055842657,0.192914888,-0.724446774,0.018601257
0.169969916,-0.659662247,-0.143301144,-0.738521755,0.001409856,-0.007525519,0.011250434,0.464132994,0.01163549,0.056271333,0.192873955,-0.724480867,0.018633701
0.174968064,-0.658560336,-0.146800995,-0.739146531,0.000993365,-0.005237227,0.010740791,0.464026839,0.011506909,0.056601174,0.192838028,-0.724502385,0.018668251
0.179967493,-0.657585382,-0.146995187,-0.739043117,0.001257095,-0.00452648,0.010615151,0.463991642,0.011464274,0.056710541,0.192812085,-0.724525511,0.018693602
0.184967682,-0.659526229,-0.145884782,-0.738611817,-0.000180982,-0.002650784,0.009284155,0.464020252,0.011540622,0.056229848,0.192771181,-0.724536598,0.01871758
0.189969152,-0.658141077,-0.14571023,-0.740200877,0.000898142,-0.002425615,0.009463636,0.464085907,0.011676008,0.055500872,0.192737445,-0.724540114,0.018738676
0.194965497,-0.656594932,-0.145339981,-0.740596592,0.002857034,-0.000443435,0.008672317,0.464136422,0.011780177,0.05493997,0.192707628,-0.724539399,0.018767426
0.199962884,-0.654203117,-0.144672185,-0.741136432,0.002017919,-0.001031405,0.008353443,0.464153171,0.011814718,0.054753989,0.192676485,-0.724532187,0.018784417
0.204961285,-0.655022979,-0.147824541,-0.741036892,0.003022801,-0.003605089,0.008089622,0.464166075,0.011841295,0.054610889,0.192664474,-0.72454232,0.018801084
0.209960699,-0.654292583,-0.148089901,-0.741847336,0.001526664,-0.003961591,0.008658906,0.464466095,0.011743304,0.054611038,0.192646682,-0.724552214,0.018816667
0.214960903,-0.65690434,-0.147489533,-0.74383986,0.001346198,-0.004385795,0.008311907,0.464696944,0.011667906,0.054611154,0.192629293,-0.72456038,0.018825786
0.219962627,-0.655851543,-0.14788124,-0.741670966,0.000702095,-0.005302487,0.009860217,0.464773476,0.011642906,0.054611191,0.192600071,-0.724583745,0.018851573
0.224959239,-0.656679571,-0.146947369,-0.742787302,0.003623055,-0.006134168,0.009175407,0.464832395,0.011623669,0.054611221,0.192593321,-0.724600554,0.018860633
0.229956612,-0.655183136,-0.14843078,-0.742852986,0.003407771,-0.006051923,0.007490513,0.464710921,0.01170787,0.054760974,0.192590147,-0.724620581,0.018866625
0.234955013,-0.652697206,-0.149201721,-0.745509863,0.003798583,-0.006594379,0.00846118,0.464474916,0.011864248,0.055027619,0.192586645,-0.724636495,0.018871823
0.239954427,-0.65369302,-0.151025593,-0.744452119,0.004865506,-0.006856817,0.010628784,0.464396656,0.011916099,0.055116035,0.192583114,-0.724661648,0.018895589
0.244961277,-0.655283093,-0.15049243,-0.743845522,0.003578818,-0.008737426,0.010099599,0.464336455,0.011955996,0.055184063,0.192574352,-0.724699676,0.018920572
0.249963269,-0.656802833,-0.150304899,-0.7415061,0.002367721,-0.009163301,0.010522425,0.464316487,0.011969225,0.055206615,0.192552686,-0.724741697,0.018947694
0.25496012,-0.658012629,-0.147652894,-0.741615772,0.002080491,-0.008725456,0.009524398,0.464240074,0.011709427,0.05508966,0.192532092,-0.724777043,0.018968847
0.259957492,-0.657663226,-0.147277683,-0.740178764,0.002409624,-0.009392152,0.010748062,0.464214742,0.011623283,0.05505088,0.19250831,-0.724819362,0.019002503
0.264955908,-0.65599066,-0.145849258,-0.7411533,0.00107215,-0.009446123,0.009127947,0.464195251,0.011557001,0.05502104,0.192484424,-0.724861145,0.01900967
0.269955337,-0.655442059,-0.146735251,-0.742143929,0.002442578,-0.011528676,0.010840668,0.464188784,0.011535023,0.055011146,0.192467257,-0.724903822,0.01903075
0.274955779,-0.65607971,-0.148454234,-0.741680622,0.000948666,-0.010525987,0.009870633,0.46408391,0.011670957,0.054847337,0.192443937,-0.724947631,0.019045539
0.279957235,-0.656939983,-0.14714399,-0.740020156,0.002263974,-0.010620113,0.010665921,0.464024425,0.011753852,0.054754369,0.192421481,-0.724995494,0.01907037
0.284953862,-0.658925474,-0.146984085,-0.740922511,0.003174498,-0.008457246,0.011286676,0.463978678,0.011817635,0.054682832,0.192402124,-0.725035489,0.019090282
0.289951235,-0.658769965,-0.145738006,-0.739308834,0.001028534,-0.008108718,0.012351559,0.463963509,0.011838784,0.054659113,0.192367017,-0.725080013,0.019116998
0.294949621,-0.656297684,-0.144988,-0.738901198,0.000740582,-0.008049061,0.010042506,0.463979542,0.011855058,0.05469954,0.192342341,-0.72511065,0.019132938
0.29994905,-0.658355117,-0.142949775,-0.740409911,0.003743667,-0.006311235,0.008743024,0.464012802,0.011860456,0.054772113,0.192322761,-0.725142062,0.019138958
0.304949492,-0.658110201,-0.146842942,-0.741069496,0.004937561,-0.007444817,0.006977401,0.464038402,0.011864609,0.054827951,0.192333281,-0.725171089,0.019134948
0.309950978,-0.655737519,-0.146603525,-0.74167031,0.002649064,-0.007808229,0.006792406,0.464046896,0.011865987,0.054846469,0.192319945,-0.725193858,0.019139033
0.314947575,-0.658469081,-0.144326448,-0.742201924,0.004179654,-0.007160701,0.005829781,0.464053392,0.011867046,0.054860715,0.192321241,-0.725225091,0.019128352
0.319944948,-0.657095432,-0.143747672,-0.741289735,0.003986305,-0.00727574,0.006919779,0.464205116,0.011711697,0.054812167,0.192314431,-0.725251913,0.019135231
0.324943602,-0.65732044,-0.145083129,-0.741773427,0.004864729,-0.007070141,0.006387199,0.464321822,0.011592166,0.054774813,0.192322508,-0.725282371,0.019128568
0.329943031,-0.656541944,-0.145516112,-0.741093874,0.005772017,-0.006141248,0.005655913,0.464360505,0.011552533,0.054762427,0.192331746,-0.725294828,0.019128392
