Time,inertial-6253.76535:scaledAccelX,inertial-6253.76535:scaledAccelY,inertial-6253.76535:scaledAccelZ,inertial-6253.76535:scaledGyroX,inertial-6253.76535:scaledGyroY,inertial-6253.76535:scaledGyroZ,inertial-6253.76535:scaledMagX,inertial-6253.76535:scaledMagY,inertial-6253.76535:scaledMagZ,inertial-6253.76535:roll,inertial-6253.76535:pitch,inertial-6253.76535:yaw
0,0.481630355,0.184317559,-0.857804,0.002840166,0.003479553,0.011041752,-0.283132374,-0.076346561,0.256493181,-0.197009295,0.49844715,2.990587711
0.005001216,0.482853621,0.185263902,-0.85575825,0.003268553,0.002956577,0.008139285,-0.283238411,-0.076321751,0.255795598,-0.196999744,0.49847728,2.990599155
0.0100032,0.484151095,0.183874667,-0.857446015,0.002422561,0.002480864,0.007151897,-0.283413023,-0.076288164,0.254860401,-0.196990952,0.498504311,2.990593672
0.01500032,0.480800062,0.185109779,-0.858157218,0.002315759,0.001777022,0.007874113,-0.283547342,-0.076262318,0.254140854,-0.1969852,0.498521656,2.9906106
0.019998465,0.480798095,0.186973289,-0.858082712,0.001765404,0.001580033,0.007202405,-0.283591896,-0.076253749,0.253902286,-0.19699204,0.498544127,2.990619898
0.024997631,0.479310066,0.187143028,-0.857764959,0.001052059,0.002485076,0.007676176,-0.283626169,-0.076247156,0.253718734,-0.196989879,0.498561025,2.990643978
0.029997569,0.480881572,0.187500477,-0.858093023,0.000240585,0.003835137,0.005659324,-0.283637136,-0.076343291,0.254018694,-0.19700481,0.498590171,2.990648746
0.034998529,0.481589496,0.188343108,-0.858346224,0.001335576,0.002405953,0.007027336,-0.28364557,-0.07641726,0.254249483,-0.197013408,0.498611331,2.990666389
0.040000767,0.48074472,0.188649848,-0.858904243,0.002444532,0.004964754,0.007194784,-0.283648342,-0.07644178,0.254326016,-0.197013289,0.498643488,2.990678787
0.04499789,0.480757266,0.185450613,-0.860007942,0.001679978,0.003854049,0.006489543,-0.283650488,-0.076460652,0.254384905,-0.197015658,0.498672247,2.990670681
0.049996287,0.481111676,0.187463939,-0.859799564,0.00098839,0.003173095,0.008109394,-0.283792108,-0.076460741,0.254786462,-0.197017699,0.498700827,2.990687847
0.054995202,0.482528925,0.188944012,-0.858655095,0.001530395,0.002771595,0.007376024,-0.284043491,-0.076454565,0.25548175,-0.197026104,0.498731345,2.990712404
0.05999539,0.481182814,0.188546926,-0.858791053,0.001257903,0.00250249,0.007690222,-0.284126878,-0.076452516,0.255712301,-0.197027996,0.498757124,2.990733385
0.064996354,0.481357574,0.187761664,-0.858777404,0.00215748,0.003067079,0.008077528,-0.284191012,-0.076450944,0.255889714,-0.197031707,0.498782367,2.990741491
0.069998845,0.48130846,0.188026085,-0.857357144,0.003655184,0.00259066,0.007100589,-0.284212261,-0.076450422,0.255948544,-0.197026789,0.498800665,2.990761757
0.074996226,0.482751787,0.187469304,-0.857773185,0.00300958,0.002056721,0.00742823,-0.28383258,-0.076404452,0.254414946,-0.197022095,0.498829365,2.990769863
0.079994366,0.48217997,0.187030166,-0.859335959,0.002864096,0.002080745,0.007670823,-0.283706695,-0.076389208,0.253906429,-0.197025105,0.498849809,2.990780592
0.08499328,0.481879622,0.187459812,-0.858207047,0.002979278,0.00355028,0.008476572,-0.283609837,-0.076377481,0.253515154,-0.197015494,0.498883545,2.990801096
0.089993469,0.481455803,0.186488315,-0.858102739,0.003793095,0.000872521,0.007321142,-0.28357771,-0.076373592,0.253385425,-0.197008163,0.498903751,2.990809917
0.094994947,0.481632441,0.18695195,-0.858465731,0.003583604,2.50E-06,0.008709391,-0.283655018,-0.076163128,0.253542185,-0.196989775,0.498918593,2.990836382
0.099996924,0.481517315,0.18676047,-0.858907521,0.004917355,0.001880209,0.008253253,-0.28370592,-0.076042004,0.253657639,-0.196970418,0.498948663,2.990851879
0.104994304,0.481401294,0.185518056,-0.8598544,0.003454484,0.000825419,0.009054312,-0.28374508,-0.075948805,0.25374651,-0.196957484,0.498961955,2.990871191
0.109992191,0.47976175,0.187190101,-0.858245015,0.005515574,0.002474051,0.009866185,-0.283758044,-0.075917907,0.253775954,-0.196933255,0.498984396,2.990906
0.114997245,0.47875756,0.183135301,-0.858455241,0.003853369,0.003130316,0.008265277,-0.283738047,-0.076011404,0.253653437,-0.196912616,0.499005377,2.990908146
0.119997442,0.48069787,0.183601186,-0.859693527,0.003964707,0.003145882,0.008309722,-0.283701181,-0.076160669,0.253466427,-0.196892142,0.49903366,2.990912437
0.124998398,0.482705265,0.183676794,-0.860165536,0.003391935,0.002608202,0.009419838,-0.283672839,-0.07627552,0.253322542,-0.196873561,0.499060065,2.990917683
0.130000383,0.48215583,0.184484765,-0.859343708,0.000759179,0.004518867,0.007961625,-0.283663422,-0.076313607,0.253274828,-0.196881682,0.49910143,2.990914822
0.134997502,0.482844174,0.18620649,-0.85819757,0.002007792,0.003828388,0.007148825,-0.28365618,-0.076342911,0.253238112,-0.19688499,0.499131829,2.990925074
0.139995649,0.483767301,0.18768923,-0.857059896,0.001427735,0.004129535,0.007632111,-0.283756137,-0.076289579,0.254357815,-0.196883366,0.499168068,2.990940094
0.14499481,0.482308775,0.187515318,-0.857117057,0.002031093,0.001768754,0.007401898,-0.283833057,-0.076248541,0.25521934,-0.196886092,0.49918732,2.990958452
0.149995014,0.484005451,0.185390621,-0.85710299,0.001344582,0.001290961,0.006915493,-0.283858567,-0.076234937,0.255504996,-0.19688648,0.499207824,2.990966558
0.154996231,0.480585486,0.186223969,-0.857798517,0.001627513,0.001348474,0.006724726,-0.283878177,-0.076224461,0.255724788,-0.196889505,0.499221891,2.990978718
0.159998462,0.483029842,0.18635495,-0.857190311,0.003552001,-0.000705864,0.007824816,-0.283966154,-0.076282412,0.2552163,-0.196875826,0.499236941,2.990991354
0.164995834,0.483544052,0.185919911,-0.856719553,0.004739355,0.00161685,0.009063286,-0.284116209,-0.076389097,0.254237145,-0.196864873,0.499259323,2.991004944
0.169994235,0.481091857,0.186480328,-0.857618272,0.004526739,0.001818935,0.006076378,-0.284165949,-0.076424472,0.253912479,-0.196855068,0.499274015,2.991004944
0.174993411,0.483023524,0.186679021,-0.857914984,0.002435775,0.001379161,0.007278744,-0.284204245,-0.076451689,0.253662676,-0.196856812,0.499293119,2.991013288
0.179993346,0.480641514,0.186066017,-0.857175648,0.003440036,0.001479824,0.006881625,-0.28421694,-0.076460719,0.253579855,-0.196848139,0.49930954,2.991027117
0.18499431,0.481208831,0.186651409,-0.857150078,0.004007911,0.00044355,0.005360537,-0.283448458,-0.076202199,0.254658908,-0.196845919,0.499319285,2.991036654
0.189996794,0.481763035,0.187008396,-0.858369529,0.003273658,0.000295592,0.006847871,-0.283193648,-0.076116472,0.255016714,-0.196837187,0.499328256,2.991054296
0.194994435,0.484198123,0.188154534,-0.858285129,0.005093724,-0.000304257,0.007855879,-0.282997578,-0.07605052,0.255292028,-0.196821138,0.499337524,2.991073608
0.199992314,0.483935654,0.187821522,-0.857130051,0.005700424,-0.000277346,0.006701443,-0.28293255,-0.076028652,0.255383283,-0.196815237,0.499339759,2.991094351
0.204991236,0.483323723,0.186419606,-0.8578462,0.003940212,-0.00083348,0.006855148,-0.283420086,-0.076160334,0.254746169,-0.196802378,0.499348819,2.99109745
